mortgage;life_ins;cre_card;deb_card;mob_bank;curr_acc;internet;perloan;savings;atm_user;markpl;age;cus_leng;response
Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;45;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;45;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;45;from 3 to 7 years;No
No;No;No;No;No;No;Yes;No;Yes;No;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;45;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;45;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;45;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;45;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;45;less than 3 years;No
No;No;No;No;Yes;Yes;No;No;Yes;No;No;45;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;45;from 3 to 7 years;No
No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;No;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;45;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;Yes;45;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;Yes;45;from 3 to 7 years;Yes
No;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;45;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;Yes;No;Yes;45;from 3 to 7 years;No
No;Yes;Yes;No;Yes;Yes;No;No;Yes;No;No;45;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;45;from 3 to 7 years;No
No;No;No;No;Yes;No;No;No;No;No;No;45;less than 3 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;45;more than 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;45;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;No;No;Yes;No;No;No;45;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;45;from 3 to 7 years;No
No;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;No;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;No;Yes;Yes;No;No;No;No;Yes;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;No;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;45;from 3 to 7 years;No
No;No;No;Yes;Yes;No;No;No;No;No;No;45;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;45;from 3 to 7 years;No
No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;No;No;45;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;45;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;45;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;45;from 3 to 7 years;Yes
No;Yes;No;No;No;Yes;No;No;Yes;Yes;No;45;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;45;less than 3 years;No
Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;No;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;45;from 3 to 7 years;No
No;Yes;No;No;No;Yes;Yes;No;No;Yes;Yes;45;more than 7 years;No
No;Yes;No;Yes;Yes;No;No;No;No;No;No;45;less than 3 years;Yes
Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;45;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;45;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;45;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;No;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;46;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;No;No;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
No;No;No;No;No;Yes;No;No;Yes;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;Yes;46;less than 3 years;Yes
Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;46;from 3 to 7 years;No
No;No;Yes;Yes;Yes;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;No;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
No;No;No;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;46;from 3 to 7 years;Yes
No;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;No;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;more than 7 years;No
No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;Yes;No;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;Yes;No;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
No;No;No;No;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;46;less than 3 years;Yes
No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;46;from 3 to 7 years;Yes
No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;No;46;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;No;No;No;Yes;No;Yes;No;No;No;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;Yes;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;46;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;Yes;No;No;No;Yes;No;No;No;No;No;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;46;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;Yes;46;from 3 to 7 years;Yes
No;No;No;No;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;46;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;No;No;No;Yes;No;No;Yes;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;No;No;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;46;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
No;No;Yes;No;Yes;Yes;No;Yes;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;No;No;No;Yes;No;No;No;No;No;46;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;46;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;46;from 3 to 7 years;Yes
No;Yes;No;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;Yes;46;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;46;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;46;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;less than 3 years;Yes
No;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;46;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;46;less than 3 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;Yes;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;46;more than 7 years;No
No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;46;from 3 to 7 years;Yes
No;No;No;No;Yes;Yes;Yes;No;No;No;No;46;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
No;Yes;Yes;No;Yes;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;No;No;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;No;46;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;Yes;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;46;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;46;from 3 to 7 years;Yes
No;Yes;No;No;Yes;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;46;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;Yes;46;from 3 to 7 years;No
No;No;No;No;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;No;No;No;Yes;No;No;No;No;No;46;less than 3 years;Yes
No;No;No;No;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;46;from 3 to 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;46;from 3 to 7 years;No
No;Yes;Yes;No;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;46;from 3 to 7 years;No
No;No;No;No;No;Yes;No;Yes;No;No;No;46;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
No;Yes;No;No;No;Yes;No;No;Yes;No;No;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;46;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;46;more than 7 years;No
No;Yes;No;No;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;46;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;No;46;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;46;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;46;more than 7 years;No
