longdist;internat;local;int_disc;billtype;pay;age;gender;marital;children;income;churn
20,3;0;40,81;Да;Бесплатный;Auto;86;Женский;Женат;1;44773,7;1
26,15;0;33,24;Нет;Бесплатный;CC;94;Мужской;Женат;1;83495;0
22,9;0;22,71;Да;Бюджетный;CH;36;Женский;Женат;1;5283,2;0
22,31;0;51,7;Нет;Бюджетный;CC;54;Мужской;Женат;0;52284,7;0
13,13;0;41,35;Да;Бюджетный;CH;34;Женский;Одинокий;1;51472,3;0
0;0;3,45;Да;Бюджетный;CH;49;Женский;Одинокий;0;45818,7;1
21,33;0;35,85;Нет;Бюджетный;CC;21;Женский;Женат;2;30763,8;1
13,76;0;26,92;Нет;Бесплатный;CH;28;Мужской;Женат;1;43448;0
20,87;0,86;19,78;Нет;Бюджетный;CC;86;Мужской;Одинокий;1;94188,3;0
0;0;3,98;Да;Бюджетный;CC;88;Мужской;Женат;2;81710;1
15,27;0;49,42;Да;Бесплатный;CC;82;Женский;Женат;1;11895,7;1
2,46;0;109,73;Нет;Бесплатный;Auto;23;Мужской;Женат;1;43457,9;0
19,06;0,36;15,98;Нет;Бюджетный;Auto;40;Мужской;Женат;1;62789,9;0
21,41;7,62;66,79;Да;Бюджетный;CC;69;Мужской;Женат;0;67108,3;1
12,87;0;92,85;Нет;Бесплатный;CC;29;Мужской;Одинокий;2;35235,9;1
9,82;0;82,45;Да;Бюджетный;CC;60;Женский;Женат;1;40792,3;0
17,13;0;14,07;Да;Бесплатный;CH;37;Мужской;Женат;0;52355,1;0
15,01;0;45,93;Нет;Бюджетный;Auto;95;Мужской;Женат;2;21213;0
20,85;0;51,87;Нет;Бесплатный;CC;95;Мужской;Женат;1;65745,1;0
28,7;0;60,35;Нет;Бесплатный;Auto;71;Мужской;Женат;1;8073,11;0
27,54;0;33,83;Да;Бесплатный;Auto;61;Женский;Женат;1;79685;1
5,84;0;31,92;Да;Бюджетный;CC;47;Женский;Одинокий;0;28891,2;1
9,61;2,66;160,67;Нет;Бюджетный;CC;72;Мужской;Одинокий;2;55050,5;1
1,04;9,59;12,91;Нет;Бесплатный;Auto;83;Женский;Одинокий;2;76845,3;1
21,52;0;19,19;Да;Бесплатный;CC;41;Мужской;Женат;0;59898,4;0
19,85;0;12,58;Да;Бюджетный;Auto;48;Женский;Одинокий;1;55035,5;1
24,15;3,11;7,87;Нет;Бесплатный;CC;30;Женский;Женат;1;69341,7;1
16,38;0;9,73;Нет;Бюджетный;CC;63;Женский;Одинокий;0;3902,04;0
12,05;0;13,32;Нет;Бесплатный;Auto;52;Женский;Одинокий;0;44497,3;1
5,25;7,52;86,33;Нет;Бесплатный;CH;57;Женский;Женат;2;27535,3;1
15,2;0;295,31;Нет;Бесплатный;CC;71;Мужской;Женат;1;98967,7;0
5,93;5,06;6,25;Нет;Бесплатный;CC;26;Мужской;Одинокий;1;85774,3;1
28,48;0;23,4;Нет;Бюджетный;Auto;30;Мужской;Женат;1;3578;0
26,72;3,26;37,84;Нет;Бюджетный;CC;88;Мужской;Женат;1;21890;1
23,65;0;21,89;Нет;Бюджетный;CC;84;Мужской;Женат;1;68273,3;0
8,94;0,99;70,82;Нет;Бесплатный;Auto;29;Мужской;Женат;1;38230,4;0
3,89;0;67,73;Да;Бюджетный;CC;19;Мужской;Одинокий;0;71861,9;0
14,1;0;17,54;Да;Бесплатный;CH;94;Женский;Одинокий;1;51269,9;1
14,26;0;30,03;Нет;Бесплатный;CH;95;Мужской;Женат;2;23764,3;0
20,85;0;51,87;Нет;Бесплатный;CC;95;Мужской;Женат;1;65745,1;0
27,83;5,2;48,7;Да;Бесплатный;CC;25;Мужской;Женат;2;67339,8;0
11,03;4,15;92,13;Нет;Бюджетный;CC;57;Мужской;Одинокий;2;26349,1;0
14,75;0;71,14;Да;Бюджетный;CC;54;Женский;Женат;2;19758,3;0
4,2;0;114,63;Нет;Бюджетный;CH;81;Женский;Женат;2;3193,6;1
25,63;0;5,34;Нет;Бюджетный;CC;51;Мужской;Одинокий;0;2630,4;0
11,06;0;30,23;Нет;Бюджетный;CC;29;Мужской;Женат;1;69294,7;0
14,99;0;24,06;Нет;Бесплатный;CC;55;Женский;Женат;0;79771,3;1
12,51;0;68,02;Нет;Бесплатный;CC;84;Мужской;Женат;0;88164;0
0;0;3,9;Нет;Бесплатный;CC;21;Мужской;Женат;0;25330,7;1
12;0;150,86;Нет;Бесплатный;CC;66;Мужской;Женат;1;31672,4;0
8,71;0;45,64;Нет;Бесплатный;CH;79;Мужской;Женат;0;61985,6;0
0;0;0,49;Да;Бюджетный;CH;57;Мужской;Одинокий;1;78255,3;1
23,99;4,35;39,56;Нет;Бесплатный;Auto;79;Женский;Женат;0;2759,49;1
22,8;0;20,26;Да;Бюджетный;CC;88;Мужской;Женат;1;13091,6;0
6,19;9,16;105,3;Нет;Бюджетный;Auto;40;Женский;Женат;0;15980,1;1
11,82;0;27,68;Да;Бюджетный;CC;62;Женский;Одинокий;2;15981,7;1
15,84;0;27,13;Нет;Бюджетный;Auto;79;Мужской;Одинокий;1;67137,7;0
25,11;8,39;38,65;Да;Бесплатный;Auto;82;Женский;Одинокий;0;65670;0
22,53;0;11,53;Нет;Бесплатный;CC;93;Мужской;Одинокий;1;68089,1;0
26,96;0,31;79,55;Нет;Бюджетный;CC;31;Мужской;Одинокий;2;14690,1;0
0;0;4,87;Нет;Бесплатный;CH;19;Мужской;Женат;0;76071,2;1
0,75;2,93;18,9;Нет;Бесплатный;CC;20;Мужской;Женат;1;99398,1;1
10,8;0;42,79;Нет;Бюджетный;CC;87;Мужской;Одинокий;1;22718,6;0
13,36;0;167,64;Нет;Бюджетный;CC;30;Женский;Женат;1;82743;0
0;0;1,35;Да;Бесплатный;CC;75;Женский;Одинокий;1;16326,7;1
26,78;0;58,36;Нет;Бюджетный;CC;97;Женский;Женат;1;51812,2;1
0;0;0,83;Нет;Бюджетный;Auto;75;Женский;Женат;2;49561;1
7,43;0;7,44;Нет;Бюджетный;CC;78;Женский;Женат;2;92103,8;1
3,75;0;9,26;Да;Бесплатный;CC;27;Мужской;Одинокий;1;86608,5;0
11,06;0;40,82;Нет;Бюджетный;CC;27;Мужской;Одинокий;2;4335,86;1
16,47;1,53;90,45;Нет;Бюджетный;CH;53;Мужской;Женат;1;34317,6;1
14,13;0;7,71;Нет;Бюджетный;Auto;67;Мужской;Одинокий;0;88874;0
0;0;4,32;Нет;Бесплатный;CH;90;Мужской;Одинокий;2;42504,3;1
0;0;0,84;Да;Бесплатный;CH;22;Мужской;Одинокий;1;15434,3;1
26,46;0;95,68;Да;Бесплатный;Auto;77;Мужской;Женат;1;31841,7;0
29,07;0;23;Нет;Бюджетный;CC;32;Женский;Одинокий;2;5108,57;0
19,29;0;59,47;Нет;Бесплатный;CC;23;Женский;Одинокий;1;63712,1;0
15,26;0;99,36;Нет;Бюджетный;Auto;27;Мужской;Женат;2;50290,7;0
5,36;0;27,14;Нет;Бюджетный;CC;23;Женский;Женат;1;22767;1
5,52;0;16,05;Нет;Бесплатный;CC;18;Мужской;Одинокий;2;19546,6;0
0;0;3,54;Да;Бесплатный;Auto;68;Мужской;Женат;1;27677,8;0
23,09;0;38,29;Нет;Бюджетный;CC;40;Женский;Женат;1;21126,7;1
0,51;1,88;21,86;Нет;Бесплатный;CH;39;Женский;Женат;0;86770,4;1
17,41;0;6,32;Нет;Бесплатный;CC;20;Женский;Одинокий;2;43046,4;0
0;0;1,07;Нет;Бесплатный;CC;78;Женский;Одинокий;2;74392,1;0
28,48;0;23,4;Нет;Бюджетный;Auto;30;Мужской;Женат;1;3578;0
11,14;0;110,79;Да;Бесплатный;CC;24;Мужской;Женат;0;25921,4;1
0,27;0;25,79;Нет;Бесплатный;CC;70;Мужской;Одинокий;2;14799,8;0
3,1;0;6,43;Нет;Бюджетный;CC;65;Мужской;Женат;0;30057,4;0
23,45;0;98,13;Да;Бюджетный;CC;18;Мужской;Женат;1;76137,8;0
9,17;0;13,61;Нет;Бюджетный;CH;25;Мужской;Женат;0;52366,4;0
8,87;0;81,17;Нет;Бесплатный;Auto;89;Мужской;Женат;2;64009,7;0
5,56;0;9,36;Да;Бюджетный;CC;68;Женский;Женат;2;81000,9;1
6,78;0;132,66;Нет;Бесплатный;CC;66;Женский;Женат;2;41876,6;0
6,99;0;64,41;Нет;Бюджетный;CC;76;Мужской;Одинокий;2;59592,6;0
1,74;0;30,12;Нет;Бюджетный;CC;43;Женский;Женат;2;22781,6;1
24,58;0;80,75;Нет;Бесплатный;Auto;71;Мужской;Женат;2;99064;0
1,77;0;98,71;Нет;Бесплатный;CC;29;Мужской;Одинокий;0;49127,2;0
23,13;0;21,7;Нет;Бесплатный;CC;85;Мужской;Одинокий;2;96929,8;0
25,36;0;51,25;Нет;Бюджетный;Auto;26;Мужской;Одинокий;1;72649,3;0
7,54;0;82,85;Нет;Бюджетный;CH;42;Женский;Одинокий;0;74342,9;1
0;0;4,21;Да;Бесплатный;CC;70;Женский;Женат;1;6388,65;1
0;0;3,95;Нет;Бюджетный;CH;95;Женский;Женат;0;11020,3;1
29,06;0;46,27;Нет;Бюджетный;Auto;23;Женский;Одинокий;1;55844,7;0
18,07;0;23,06;Нет;Бесплатный;CC;42;Женский;Женат;1;79763,6;0
11,06;0;50,85;Нет;Бесплатный;CC;64;Женский;Одинокий;1;7737,94;1
0;0;3,21;Нет;Бесплатный;Auto;77;Мужской;Одинокий;2;20965,3;1
8,41;8,64;86,65;Да;Бюджетный;CC;55;Мужской;Одинокий;2;69710,9;1
24,89;0;28,82;Нет;Бюджетный;CC;22;Мужской;Одинокий;1;27778,2;1
15,27;0;29,48;Нет;Бюджетный;CC;43;Женский;Одинокий;1;77021,7;1
4,68;0;5,72;Нет;Бюджетный;Auto;34;Женский;Женат;0;17703,5;0
6,76;0;25,01;Нет;Бесплатный;CH;88;Мужской;Одинокий;1;49176,2;0
0;0;3,87;Да;Бюджетный;Auto;29;Женский;Одинокий;1;28504;1
0;0;1,18;Да;Бюджетный;CC;79;Мужской;Одинокий;2;89566,2;1
17,13;0;14,07;Да;Бесплатный;CH;37;Мужской;Женат;0;52355,1;0
25,67;0;25,95;Нет;Бесплатный;CH;86;Мужской;Женат;2;88392;0
1,34;0;23,77;Нет;Бесплатный;CC;85;Мужской;Одинокий;0;57933,1;0
24,3;0;64,84;Нет;Бесплатный;CH;60;Мужской;Одинокий;0;3184,42;0
0;0;2,64;Нет;Бюджетный;Auto;93;Женский;Женат;1;50290,7;1
10,44;0;39,96;Нет;Бесплатный;CC;47;Женский;Женат;1;53298,7;1
3,99;0,1;53,69;Нет;Бесплатный;CH;78;Женский;Женат;0;50290,7;0
12,56;0;53,44;Нет;Бюджетный;CC;36;Мужской;Одинокий;1;35381,6;0
27,4;0;51,47;Нет;Бесплатный;Auto;69;Женский;Женат;2;63670,8;1
2,19;2,78;46,72;Нет;Бесплатный;CH;86;Женский;Женат;1;53357,9;1
24,84;0;81,98;Нет;Бесплатный;CH;44;Женский;Женат;2;92285,4;0
16,77;0;16,36;Да;Бюджетный;Auto;84;Мужской;Одинокий;0;34148,6;0
20,85;0;51,87;Нет;Бесплатный;CC;95;Мужской;Женат;1;65745,1;0
13,11;0;55,16;Да;Бесплатный;CC;81;Женский;Женат;1;71668,2;1
6,35;0;19,74;Да;Бюджетный;CH;53;Мужской;Женат;0;50622,9;0
7,04;3,51;99,39;Нет;Бесплатный;CC;62;Мужской;Женат;1;65619,8;1
9,65;0;158,34;Да;Бесплатный;CC;46;Мужской;Одинокий;1;11416,7;0
27,11;0;6;Да;Бюджетный;CH;47;Женский;Женат;2;56816,4;1
10,57;0;40,51;Нет;Бесплатный;CC;18;Мужской;Женат;0;77293,3;0
11,43;0;37,94;Нет;Бесплатный;CC;66;Женский;Одинокий;1;56562,9;1
8,65;0;69,93;Нет;Бюджетный;CC;43;Женский;Одинокий;1;53989,3;1
2,2;0;9,89;Да;Бюджетный;CC;97;Мужской;Одинокий;0;27498,1;0
0,25;0;32,19;Нет;Бюджетный;CC;39;Мужской;Одинокий;2;18569,2;0
3,22;0;35,93;Нет;Бесплатный;CC;71;Женский;Женат;2;80667,4;1
13,64;0;16,21;Да;Бюджетный;Auto;70;Женский;Одинокий;2;15080,4;0
2,94;0;165,43;Да;Бесплатный;CC;48;Мужской;Женат;1;3793,73;0
0;0;1,39;Нет;Бюджетный;CC;28;Женский;Женат;1;7543,29;1
0;0;2,77;Нет;Бесплатный;CC;55;Женский;Женат;1;26340,7;1
5,33;0;103,31;Да;Бесплатный;CC;54;Мужской;Женат;2;23537,6;0
12,15;0;116,59;Нет;Бесплатный;CH;79;Женский;Одинокий;2;43151,7;1
16;3,05;32,49;Да;Бесплатный;CC;93;Мужской;Одинокий;1;14258,4;1
27,44;0;53,85;Да;Бесплатный;CC;65;Женский;Одинокий;0;73918,3;1
24,6;0;30,2;Нет;Бюджетный;CH;58;Мужской;Женат;1;32981,6;0
22,02;0;19,5;Нет;Бесплатный;CH;42;Женский;Женат;1;31650,2;0
9,14;6,3;47,85;Нет;Бесплатный;Auto;19;Мужской;Женат;1;20818,5;1
1,83;0;34,3;Нет;Бюджетный;CC;46;Мужской;Женат;0;82196,6;0
16,25;4,68;57,36;Нет;Бюджетный;CH;22;Мужской;Женат;2;65129;0
17,08;0;163,98;Нет;Бесплатный;CH;77;Женский;Одинокий;1;37331,2;0
20,06;0;21,47;Нет;Бюджетный;Auto;78;Мужской;Женат;0;84269;0
20,06;0;21,47;Нет;Бюджетный;Auto;78;Мужской;Женат;0;84269;0
27,56;0;212,36;Нет;Бюджетный;Auto;65;Мужской;Одинокий;1;11520,3;0
0;0;3,02;Нет;Бюджетный;Auto;93;Мужской;Женат;2;90189,1;1
22,13;0;22,39;Нет;Бесплатный;CC;48;Мужской;Женат;2;69005,6;0
23,93;0;5,98;Да;Бюджетный;CC;87;Мужской;Одинокий;0;37882,5;0
14,03;0;174,16;Нет;Бесплатный;Auto;68;Мужской;Женат;2;89449;0
18,85;0;31,79;Да;Бесплатный;Auto;73;Женский;Женат;2;35976,5;1
14,16;0;84,91;Да;Бюджетный;CH;32;Женский;Женат;1;7027,14;0
0;0;1,15;Да;Бюджетный;Auto;74;Мужской;Одинокий;0;13899;1
0;0;2,4;Нет;Бюджетный;CH;39;Женский;Женат;2;72401,8;0
22,61;0;89,59;Нет;Бесплатный;CC;78;Мужской;Одинокий;0;80693,1;0
20,94;0;13,91;Нет;Бесплатный;CC;73;Мужской;Одинокий;2;73240,3;0
25,71;0;15,6;Нет;Бюджетный;CC;36;Женский;Одинокий;0;58488,3;0
12,33;2,46;47,59;Да;Бюджетный;CH;87;Женский;Одинокий;2;96025,5;1
2,77;0;9,36;Нет;Бюджетный;CC;45;Мужской;Женат;0;70239,8;0
27,23;8,07;6,68;Нет;Бесплатный;Auto;94;Женский;Женат;2;17964;1
16,9;0;11,52;Нет;Бюджетный;CC;53;Мужской;Одинокий;2;21242,8;0
12,63;0;37,34;Нет;Бюджетный;CC;81;Мужской;Одинокий;0;44073,5;0
18,61;0;33,54;Нет;Бюджетный;CC;91;Мужской;Женат;1;16785,9;0
0;0;5;Да;Бюджетный;CH;29;Женский;Одинокий;1;21529,1;1
0;0;0,72;Нет;Бюджетный;CC;94;Женский;Женат;1;35940,6;1
27,09;0;87,26;Да;Бюджетный;Auto;59;Мужской;Женат;2;40714,5;0
0;0;2,61;Да;Бесплатный;CC;79;Мужской;Одинокий;1;16203,5;1
25,41;0;5,45;Да;Бесплатный;CC;39;Мужской;Женат;0;42700,5;0
0,72;0;28,7;Нет;Бесплатный;Auto;97;Мужской;Одинокий;0;75854,9;0
17,66;0;23,42;Нет;Бесплатный;CH;28;Женский;Одинокий;1;4972,89;1
0,46;0;164,82;Нет;Бесплатный;CC;51;Женский;Женат;2;32118,4;1
23,45;0;98,13;Да;Бюджетный;CC;18;Мужской;Женат;1;76137,8;0
24,66;0;38,24;Нет;Бюджетный;CC;69;Мужской;Женат;2;64113,6;0
12,21;0;52,97;Да;Бесплатный;Auto;31;Мужской;Одинокий;1;37832,6;0
0;0;3,4;Нет;Бесплатный;Auto;49;Женский;Одинокий;0;23660,3;1
23,78;0;114,44;Да;Бюджетный;CH;45;Мужской;Женат;2;37877,6;0
22,08;0;13,82;Нет;Бесплатный;CC;57;Мужской;Одинокий;1;41153,9;0
29,86;0;52,22;Нет;Бесплатный;Auto;68;Женский;Женат;2;62061,8;0
23,69;6,07;7,83;Нет;Бюджетный;Auto;96;Мужской;Женат;0;8118,75;1
13,72;0;13,35;Да;Бюджетный;Auto;72;Мужской;Одинокий;0;21079,2;0
19,65;0;146,41;Нет;Бюджетный;CC;80;Женский;Женат;2;83890,7;0
13,2;0;14,73;Да;Бюджетный;CC;29;Женский;Женат;0;58267,3;0
26,95;0;29,97;Нет;Бесплатный;CC;55;Женский;Одинокий;0;54844,2;1
1,57;0;153,82;Нет;Бесплатный;CC;40;Женский;Одинокий;1;16463;1
28,43;0;84,11;Нет;Бесплатный;CC;48;Женский;Одинокий;0;76142;0
0;0;1,11;Нет;Бесплатный;CC;95;Женский;Одинокий;2;52997,5;1
15,51;0;5,1;Нет;Бюджетный;CC;46;Мужской;Женат;0;34805,5;0
24,8;0;80,13;Нет;Бюджетный;CC;66;Мужской;Женат;1;7277,29;0
14,64;0;99;Нет;Бюджетный;CC;35;Мужской;Одинокий;0;63782,6;0
10,69;0;38,39;Нет;Бюджетный;CH;23;Мужской;Женат;2;24457,6;1
27,99;0;11,63;Нет;Бесплатный;CC;57;Женский;Женат;1;4875,25;1
18,72;0;91,56;Нет;Бюджетный;CC;53;Женский;Одинокий;1;68767;1
7,81;0;33,17;Нет;Бесплатный;Auto;89;Женский;Одинокий;2;79133;1
25,32;0;45,12;Да;Бюджетный;CC;61;Мужской;Женат;1;18307,4;0
25,99;0;21,09;Нет;Бесплатный;CC;44;Мужской;Одинокий;1;82314,1;0
25,46;0;43,91;Да;Бесплатный;Auto;46;Мужской;Женат;0;10689,4;0
13,96;0;27,69;Да;Бесплатный;CC;34;Мужской;Одинокий;2;9229,55;0
0;0;3,83;Да;Бесплатный;CH;92;Женский;Одинокий;2;50290,7;1
21,49;0;32,74;Да;Бесплатный;CC;73;Женский;Женат;2;33607;1
28,32;0;12,41;Да;Бесплатный;CH;60;Женский;Одинокий;2;24703,8;1
7,88;7,99;189,93;Нет;Бюджетный;CH;27;Женский;Женат;2;90672,6;0
11,27;0;52,74;Нет;Бюджетный;CC;62;Мужской;Женат;2;94092,6;0
6,83;0;52,2;Нет;Бюджетный;CH;44;Мужской;Женат;1;49554,8;0
10,26;0;163,85;Нет;Бюджетный;CC;86;Женский;Одинокий;0;99514,6;1
26,07;0;101,01;Да;Бесплатный;CC;19;Мужской;Женат;2;42630;0
6,33;0;26,98;Нет;Бесплатный;CH;82;Мужской;Женат;2;38457,9;0
26,07;0;101,01;Да;Бесплатный;CC;19;Мужской;Женат;2;42630;0
0;0;2,78;Нет;Бесплатный;CC;50;Мужской;Женат;0;33043,1;1
7,43;0;89,51;Нет;Бюджетный;CH;74;Мужской;Женат;1;60015,1;0
7,61;0;7,26;Нет;Бесплатный;CC;71;Женский;Одинокий;0;40519,3;1
13,32;6,33;177,74;Нет;Бюджетный;CC;19;Женский;Одинокий;2;39782;1
17,47;0;63,65;Да;Бесплатный;CC;41;Женский;Женат;1;43563,4;1
8,21;0;126,69;Нет;Бюджетный;Auto;42;Женский;Одинокий;1;86021,7;1
25,5;0;5,35;Да;Бюджетный;CC;34;Женский;Одинокий;1;33671;0
12,93;0;137,14;Да;Бесплатный;CC;29;Мужской;Женат;0;20315,4;0
14,88;8,36;15,8;Нет;Бюджетный;CC;44;Женский;Женат;0;31561,5;1
4,23;0;114,26;Да;Бесплатный;CH;34;Женский;Женат;2;16616,3;0
17,12;0;57,78;Нет;Бюджетный;CC;83;Женский;Женат;0;42491,4;0
24,76;0;6,95;Нет;Бюджетный;Auto;47;Мужской;Женат;2;42818,5;0
0,82;0;103,01;Нет;Бесплатный;CC;90;Женский;Женат;1;60034,9;0
13,32;6,33;177,74;Нет;Бюджетный;CC;19;Женский;Одинокий;2;39782;1
16,64;0;58,53;Да;Бюджетный;CH;30;Женский;Женат;2;36740,7;0
5,93;0;44,59;Да;Бесплатный;CC;66;Мужской;Одинокий;2;72018,6;0
0;0;3,21;Нет;Бесплатный;Auto;77;Мужской;Одинокий;2;20965,3;1
0;0;0,66;Нет;Бюджетный;CH;49;Женский;Женат;0;68828,4;1
10,47;0;7,53;Нет;Бюджетный;CC;51;Мужской;Женат;0;64313;0
0;0;3,47;Да;Бесплатный;CC;65;Женский;Одинокий;2;85048,1;1
19,84;4,91;72,58;Нет;Бюджетный;Auto;45;Мужской;Женат;2;7673,47;1
0;0;3,81;Нет;Бюджетный;CC;25;Женский;Женат;1;10107,7;1
17,44;0;28,42;Нет;Бесплатный;CC;55;Женский;Женат;0;67720,2;1
2,88;0;10,25;Нет;Бесплатный;CH;27;Женский;Одинокий;0;67668,3;0
21,64;0;139,21;Нет;Бюджетный;Auto;94;Женский;Женат;1;87404,6;1
9,04;2,07;127,79;Да;Бюджетный;CC;96;Мужской;Женат;2;57877,5;1
17,92;0;6,01;Нет;Бесплатный;CC;26;Мужской;Одинокий;2;19998,4;1
6,21;0;10,66;Нет;Бесплатный;CH;97;Женский;Одинокий;1;62903,3;1
22,62;0;40,34;Нет;Бесплатный;CC;85;Женский;Одинокий;1;23657,4;1
17,31;0;53,61;Да;Бесплатный;CC;65;Женский;Женат;2;58148,7;1
0;0;2,02;Нет;Бесплатный;CC;25;Женский;Одинокий;0;30094,6;1
1,77;0;98,71;Нет;Бесплатный;CC;29;Мужской;Одинокий;0;49127,2;0
15,08;0;108,44;Нет;Бесплатный;CC;50;Мужской;Женат;0;19231,2;0
20,57;0;39,64;Да;Бесплатный;CC;48;Мужской;Женат;1;23668,2;0
16,07;1,54;130,35;Нет;Бюджетный;CC;77;Женский;Женат;2;37155;1
28,64;0;9,82;Нет;Бесплатный;CC;59;Женский;Одинокий;1;61205,6;1
23,86;0;9,48;Нет;Бесплатный;Auto;34;Мужской;Одинокий;2;59753,2;0
2,84;0;24,45;Да;Бюджетный;CH;71;Женский;Женат;2;49745,3;0
7,04;3,51;99,39;Нет;Бесплатный;CC;62;Мужской;Женат;1;65619,8;1
24,58;0;80,75;Нет;Бесплатный;Auto;71;Мужской;Женат;2;99064;0
0;0;1,04;Нет;Бесплатный;Auto;82;Женский;Одинокий;1;95877,7;1
15,08;0;108,44;Нет;Бесплатный;CC;50;Мужской;Женат;0;19231,2;0
1,76;0;72,56;Да;Бесплатный;CC;47;Мужской;Женат;0;84743,7;0
9,06;0;34,62;Нет;Бюджетный;CC;69;Женский;Женат;2;22925,1;1
11,02;0;49,89;Да;Бесплатный;CC;20;Женский;Одинокий;2;23671,6;1
18,22;0;122,35;Нет;Бесплатный;CC;28;Мужской;Женат;0;96563,5;0
5,35;9,31;78,95;Да;Бесплатный;CC;55;Женский;Одинокий;0;40200,7;1
23,79;0;85,75;Нет;Бюджетный;CC;86;Женский;Женат;2;23816,6;1
17,88;0;76,32;Нет;Бесплатный;CC;93;Мужской;Одинокий;0;93302,9;0
18,88;0;105,81;Нет;Бесплатный;CC;82;Женский;Женат;2;89270,4;0
4,79;0;60,84;Да;Бюджетный;CH;54;Мужской;Женат;0;4755,27;0
15,27;0;49,42;Да;Бесплатный;CC;82;Женский;Женат;1;11895,7;1
0;0;1,45;Нет;Бюджетный;CC;56;Мужской;Женат;2;11607,6;1
19,44;0;14,38;Нет;Бюджетный;CC;97;Мужской;Женат;2;88146,4;0
15,63;4,08;59,14;Да;Бюджетный;CC;80;Мужской;Женат;0;50290,7;0
14,39;0;8,04;Нет;Бюджетный;CC;79;Женский;Одинокий;2;15688,5;1
10,32;0;22,48;Нет;Бюджетный;CC;82;Женский;Женат;2;72092,3;1
3,99;0,1;53,69;Нет;Бесплатный;CH;78;Женский;Женат;0;50290,7;0
13,62;0;188,56;Нет;Бюджетный;CC;91;Женский;Женат;1;82051,9;1
7,51;0;84,84;Нет;Бесплатный;CC;30;Мужской;Женат;2;18893,4;0
16,47;0;35,8;Нет;Бесплатный;CC;55;Мужской;Женат;2;50290,7;0
25,25;0;41,82;Нет;Бюджетный;CC;60;Мужской;Женат;2;94329,6;0
27,99;0;11,63;Нет;Бесплатный;CC;57;Женский;Женат;1;4875,25;1
10,46;0;17,08;Нет;Бюджетный;Auto;63;Женский;Одинокий;0;19854,2;1
7,27;0;9,43;Нет;Бесплатный;CH;94;Мужской;Одинокий;2;22685,3;0
10,44;0;127,43;Нет;Бюджетный;Auto;39;Мужской;Женат;1;88474,7;0
0;0;1,31;Нет;Бесплатный;Auto;87;Женский;Женат;0;7657,96;1
16,64;0;58,53;Да;Бюджетный;CH;30;Женский;Женат;2;36740,7;0
25,15;0;62,76;Нет;Бюджетный;CH;63;Женский;Одинокий;2;25200,8;0
14,81;0;121,41;Да;Бесплатный;Auto;50;Женский;Женат;2;96821,1;1
14,16;0;84,91;Да;Бюджетный;CH;32;Женский;Женат;1;7027,14;0
0;0;0,09;Да;Бесплатный;CH;79;Женский;Женат;1;18442,8;1
3,21;0;72,49;Да;Бюджетный;CC;58;Мужской;Одинокий;1;69473,4;0
14,67;6,33;15,92;Нет;Бесплатный;CC;69;Женский;Одинокий;0;86735,5;0
18,03;0;136,47;Нет;Бесплатный;Auto;81;Мужской;Женат;2;90478,6;0
20,61;0;18,22;Да;Бюджетный;CH;37;Мужской;Одинокий;1;28906,8;0
17,42;0;31,48;Нет;Бюджетный;CH;41;Мужской;Женат;0;63985;0
23,24;0;87,62;Нет;Бюджетный;CC;25;Женский;Одинокий;0;91106,4;0
7,19;0;187,51;Да;Бесплатный;CC;61;Мужской;Женат;2;53619,2;0
20,88;4,5;66,6;Да;Бесплатный;CH;54;Женский;Женат;0;69641,6;0
11,03;0;87,33;Да;Бюджетный;CC;62;Женский;Женат;1;63314,6;1
18,32;0;47,58;Нет;Бюджетный;Auto;37;Женский;Одинокий;0;5978,89;0
28,24;0;36,96;Нет;Бюджетный;CH;77;Женский;Женат;0;17021,6;1
12,7;0;88,1;Да;Бесплатный;Auto;87;Женский;Женат;1;3624,7;1
10,37;2,15;24,67;Нет;Бесплатный;CH;87;Мужской;Одинокий;0;69864;1
0;0;4,01;Нет;Бесплатный;Auto;27;Женский;Одинокий;2;3353,28;1
14,57;0;38,23;Нет;Бюджетный;CH;25;Мужской;Одинокий;2;56861,8;0
28,79;5,21;67,36;Нет;Бесплатный;CH;52;Мужской;Одинокий;0;54622,3;1
12,33;2,46;47,59;Да;Бюджетный;CH;87;Женский;Одинокий;2;96025,5;1
22,07;0;140,86;Нет;Бюджетный;CH;29;Женский;Одинокий;1;73874,1;0
23,29;2,87;62,33;Нет;Бюджетный;CC;22;Мужской;Женат;1;95847,9;1
12,03;0;5,83;Да;Бюджетный;CC;56;Мужской;Женат;2;77246,3;0
25,59;0,7;49,27;Нет;Бюджетный;CC;76;Женский;Женат;1;349,09;1
20,45;0;39,33;Да;Бюджетный;CH;76;Женский;Женат;2;42031,8;0
3,89;0;67,73;Да;Бюджетный;CC;19;Мужской;Одинокий;0;71861,9;0
0,35;0;46,89;Нет;Бесплатный;CC;65;Женский;Женат;1;7790,55;1
11,59;0;94,89;Нет;Бюджетный;CC;96;Мужской;Одинокий;2;25826,4;0
0;0;0,72;Нет;Бесплатный;CH;67;Женский;Женат;0;87765,2;1
6,21;0;10,66;Нет;Бесплатный;CH;97;Женский;Одинокий;1;62903,3;1
20,7;0;5,17;Нет;Бюджетный;CH;35;Мужской;Женат;2;42623,5;0
7,04;3,51;99,39;Нет;Бесплатный;CC;62;Мужской;Женат;1;65619,8;1
