Customer Lifetime Value;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
2483.544888;87492;62;15;69;0;1;0
3489.276369;0;98;29;37;0;1;0
7325.917302;20757;102;6;74;3;9;0
4841.057535;23449;61;33;2;0;8;0
19964.39708;0;192;35;34;0;2;0
32450.39142;60455;104;20;25;0;2;0
2628.171324;0;89;12;73;4;1;0
3095.627124;53588;77;10;71;0;1;0
12731.95161;40870;105;3;56;0;2;1
2631.564135;0;71;11;68;0;1;0
35984.10457;0;129;2;69;0;2;0
2906.893312;45128;72;13;34;0;1;0
10628.06415;90874;137;18;28;4;3;0
7590.961288;52823;95;7;15;0;5;0
5108.038755;26784;67;14;82;0;8;0
13989.84697;22354;118;27;9;0;2;0
3115.704933;54420;80;27;0;0;1;0
13369.44267;50800;112;1;45;0;2;0
8621.185568;0;87;12;12;1;2;0
10359.01985;84583;65;6;50;0;2;0
3241.838403;33701;88;14;22;3;1;0
4344.99018;0;63;21;27;0;4;0
5332.462694;68931;66;32;30;0;7;1
7692.456014;0;105;1;37;0;4;0
26223.81193;0;115;22;15;1;2;0
6930.625422;29318;198;29;96;5;1;0
11610.25439;41503;73;28;69;0;2;0
8937.118615;0;126;16;69;0;8;0
2462.859762;0;69;9;68;0;1;0
2300.691547;25905;63;21;12;0;1;1
4078.023331;0;116;18;86;0;1;0
2868.598866;40046;73;10;51;0;1;0
4428.031583;58577;110;6;62;0;1;1
4061.590219;70129;103;24;57;1;1;0
18504.2801;91268;229;32;62;0;5;0
4904.894731;12902;139;3;51;0;1;1
10827.87278;62053;134;3;89;0;5;0
5745.121547;30389;73;34;66;0;4;0
2423.259778;15585;65;22;24;0;1;0
5926.729379;23091;96;28;90;5;5;1
4605.036646;22571;63;29;51;0;9;1
2132.771675;0;61;0;62;0;1;0
2643.71574;0;82;14;56;3;1;0
5824.224192;73976;73;27;84;0;3;0
6889.6161;30814;87;8;96;0;3;0
3008.099115;80681;74;31;12;0;1;0
3286.171949;60934;82;15;64;0;1;0
13552.77776;0;62;19;3;2;2;0
5166.190278;80797;64;21;47;0;9;0
2945.998877;89410;74;11;50;0;1;0
4863.470811;52728;127;34;34;1;1;0
4892.617128;43199;61;23;31;0;3;0
3337.59441;43510;83;8;75;0;1;0
5246.278375;28909;66;15;66;0;8;1
9031.214859;0;122;15;47;0;9;1
3580.076125;71176;91;3;62;2;1;0
9802.548509;84429;123;11;2;0;6;0
4825.651946;61613;61;6;20;1;9;0
3203.303695;68370;80;0;45;0;1;0
5659.139938;52389;72;29;8;1;9;0
4144.868939;64478;103;30;92;0;1;0
13770.97618;59207;116;23;21;0;2;1
3716.479655;17162;96;15;29;0;1;0
3123.080994;0;101;1;83;4;1;1
12168.74492;14973;115;2;75;0;2;1
2674.730716;56342;69;12;89;0;1;1
12741.84754;73054;106;34;36;1;2;1
4037.547258;21586;106;6;5;0;1;0
8628.303301;0;117;11;63;0;5;0
22093.61618;24193;185;26;79;0;2;0
8217.427595;84815;68;9;37;0;2;0
26197.41498;18495;113;10;15;0;2;1
8110.536059;36554;70;6;62;1;2;0
4766.367352;0;68;3;36;0;9;0
8819.018934;99845;110;23;25;1;8;1
5171.272924;0;69;13;90;0;3;0
3896.572719;10853;104;11;18;0;1;0
6005.027312;23749;77;20;6;0;4;0
6869.185344;0;69;18;71;2;2;0
3054.541283;0;88;29;19;0;1;0
4874.216555;92783;61;1;47;0;6;0
2747.429661;83502;68;25;36;0;1;0
8717.049833;83846;74;22;94;3;2;1
4099.659085;18606;110;12;45;1;1;0
8189.967712;72191;68;19;48;0;2;0
5225.03143;57733;66;24;66;0;5;0
7949.28426;63688;99;28;93;0;6;0
3135.405606;55855;79;10;71;0;1;0
3939.00637;60021;99;12;28;0;1;1
5325.724541;0;73;17;44;0;7;1
19483.24011;74300;122;23;38;0;2;0
3459.230941;0;96;6;8;0;1;0
17103.79173;51747;71;8;71;0;2;0
2753.312714;28887;73;16;15;2;1;0
12866.89474;0;189;24;93;0;6;0
4420.248983;0;68;0;93;3;5;0
2756.472584;43540;70;29;60;0;1;0
7743.918426;96961;64;24;99;0;2;0
8169.746083;32799;104;7;27;0;3;0
3569.864625;0;101;12;38;0;1;0
10656.88195;72540;88;7;3;0;2;1
7092.635635;35173;180;24;9;2;1;0
2777.341885;65431;69;7;90;0;1;0
7550.41865;0;100;20;48;0;6;0
4727.354548;0;72;23;7;0;3;0
14274.55485;0;84;35;42;0;2;0
9559.340024;40672;121;28;99;0;3;0
8879.790017;52583;113;12;59;0;7;1
5525.470004;64816;69;30;33;0;7;0
5923.208;36685;74;15;25;0;5;0
8501.652884;0;136;20;98;3;6;0
40235.9731;77143;125;5;49;3;2;0
2584.824329;60942;64;11;56;0;1;0
19278.81715;0;61;12;77;0;2;0
11981.98481;21514;62;0;59;0;2;1
3933.813993;25927;103;6;20;0;1;1
2491.257604;25965;65;23;27;0;1;1
7431.664369;27688;92;8;86;0;9;0
7865.182898;75490;97;33;20;0;7;0
15978.91049;33871;136;2;23;0;2;0
2113.85703;0;65;27;37;2;1;0
8661.735884;85470;109;23;31;0;6;0
5625.307768;97095;70;4;8;0;5;0
4592.150374;73604;114;15;89;0;1;0
3709.919724;0;112;13;33;0;1;0
8208.929715;40646;103;22;6;0;8;0
5595.389905;74454;71;25;29;0;3;1
3413.62256;18168;87;25;50;0;1;0
6325.030596;0;89;4;86;0;7;0
6393.874612;0;66;4;6;2;2;0
8738.401013;43597;110;20;24;0;6;0
4836.394361;0;140;15;87;0;1;0
24967.75842;66825;69;11;47;0;2;0
5409.955926;0;62;1;9;5;2;0
2344.233188;0;74;13;42;1;1;0
15173.96841;22448;126;20;32;0;2;0
11124.20636;42596;96;8;82;0;2;0
4863.266809;0;70;3;35;0;5;0
5577.54128;97868;70;5;22;1;3;0
4526.94696;92921;112;35;49;0;1;0
2519.569496;41372;64;21;32;0;1;0
4892.422239;26660;63;23;40;0;8;0
18943.26899;58851;79;11;33;1;2;0
8564.768226;95697;107;29;29;0;9;1
4419.539523;0;112;16;12;0;1;0
5637.740051;0;84;4;52;1;4;0
5047.483378;81741;64;10;94;0;8;0
4913.118904;48295;63;25;96;0;8;0
5799.063709;65538;72;24;86;0;3;0
5568.984683;53997;69;26;3;0;3;0
3861.486269;93272;95;3;54;0;1;1
2912.913958;68899;74;6;60;0;1;0
6980.325287;0;67;20;14;0;2;0
6769.324811;0;97;31;43;0;7;0
8193.555045;54950;103;25;75;0;7;0
7519.133631;96306;95;12;17;1;6;1
3746.03079;70342;96;3;99;1;1;0
2592.437797;72421;65;8;23;0;1;1
4548.291613;0;132;5;88;3;1;0
2885.002508;77748;72;1;51;0;1;0
4883.551402;19096;64;17;5;0;3;0
9061.057741;73876;112;19;71;0;8;0
16728.34386;0;237;1;29;0;5;0
11177.7521;20742;100;17;52;0;2;0
4364.311891;44804;114;15;13;0;1;0
22940.38215;52993;64;16;86;0;2;0
4926.282836;49185;61;11;92;0;8;0
23086.36478;69240;194;16;29;0;2;0
5149.301306;26877;131;5;2;0;1;0
8016.747629;82828;67;14;36;1;2;0
2538.857089;99824;63;1;56;0;1;0
10498.92645;30352;89;21;13;0;2;0
2448.646138;0;69;7;68;0;1;0
6057.07208;27681;83;13;62;0;9;1
8295.837442;85478;103;29;15;0;6;0
2786.661219;94310;70;1;76;4;1;0
25464.82059;13663;97;1;66;0;2;1
11469.62991;10384;151;5;72;0;5;0
3557.368368;17272;93;30;58;0;1;0
8317.302513;64367;104;2;14;0;9;0
7601.951104;47519;96;21;2;0;4;0
9426.971158;26263;85;11;31;0;2;0
6418.849149;0;63;30;34;0;2;0
6788.084852;0;93;2;70;0;9;0
3358.660979;77309;83;22;6;0;1;0
2439.930981;50876;61;13;60;0;1;0
4505.85011;20284;65;14;84;1;3;0
2309.596399;22567;69;6;12;0;1;0
2541.523959;63546;64;1;53;0;1;0
6414.081362;0;89;0;12;0;5;0
2585.206268;28137;65;23;2;0;1;0
2961.31408;22608;77;5;10;0;1;0
2759.978287;92296;69;4;65;0;1;1
3341.6835;0;69;9;72;5;3;0
5169.49937;12430;73;22;13;0;4;1
4117.37239;0;116;19;99;0;1;0
5552.596353;50470;71;1;87;0;8;0
7285.030983;44788;61;6;48;0;2;0
13916.93446;52423;119;2;80;1;2;0
11044.42715;29696;139;17;41;0;3;0
3531.039178;26884;89;11;84;0;1;0
2759.618207;64388;69;12;51;0;1;0
6500.409697;0;61;13;37;0;2;0
6369.262355;34498;83;30;72;0;7;0
13083.48622;73060;108;9;78;0;2;0
2150.906016;0;63;8;83;0;1;0
8447.888167;61337;105;35;46;0;9;0
5075.420953;0;73;28;8;0;3;0
3527.851585;59496;88;22;64;0;1;0
13061.51639;0;180;4;45;0;6;0
6259.510365;37813;78;4;26;1;5;0
16681.32634;55907;104;23;64;0;2;0
5791.610721;80480;72;6;55;0;7;0
7980.488637;72734;66;7;96;0;2;0
2767.499996;0;72;27;60;0;1;0
2975.256549;36548;76;10;95;0;1;0
4178.586494;62113;104;1;0;0;1;0
4734.257944;0;67;7;75;0;5;0
4315.788632;41252;109;25;31;0;1;0
6126.568309;61139;76;4;16;0;4;0
2694.599099;26744;68;16;61;0;1;0
9338.08481;0;132;17;34;0;3;0
18680.99387;74640;66;0;44;0;2;0
2551.349248;88126;64;27;71;1;1;0
2808.078361;55005;70;31;39;1;1;0
9710.286449;33190;123;1;95;0;4;0
15190.65404;0;71;4;64;4;2;0
4069.776372;0;117;0;42;0;1;0
6612.220871;0;97;31;34;2;9;0
2030.783687;0;64;0;8;1;1;0
5090.44875;25226;71;13;97;1;4;0
3353.381136;63398;83;29;46;0;1;0
8532.989751;30092;108;33;90;0;9;0
2647.519741;37876;69;13;15;0;1;0
6071.907243;12201;84;14;63;0;4;0
9061.767848;37970;115;8;44;0;3;0
2531.586761;28898;67;15;85;0;1;0
2467.129805;23845;61;33;34;0;1;0
7408.167551;62810;187;14;22;1;1;0
3452.414955;65773;89;24;35;4;1;0
4481.387593;0;69;1;25;0;4;0
21235.44557;0;86;29;45;0;2;0
3370.074728;0;95;14;15;1;1;0
3746.751625;41479;94;14;38;1;1;0
5129.608404;72433;126;34;48;0;1;0
12300.005;74586;103;14;19;0;2;0
18065.27192;0;234;11;26;0;7;0
19644.76296;67326;69;17;32;0;2;0
35900.07644;25285;114;12;84;0;2;0
6838.767672;15871;89;20;19;0;4;0
6519.287872;38795;82;30;41;1;3;0
5712.380598;24882;72;13;20;0;8;0
5126.54272;33169;128;33;14;0;1;0
4984.618655;86305;62;1;99;0;5;0
4102.199975;0;112;31;21;0;1;0
4111.197013;32210;103;16;97;0;1;0
11085.87709;69090;139;24;11;0;5;0
4745.680421;0;63;23;88;0;3;0
5837.528088;83308;73;3;81;1;7;0
19190.31894;39034;68;10;55;0;2;0
6444.076976;46750;82;20;74;1;3;0
7255.577594;39786;91;2;91;1;9;0
8197.712164;56788;108;22;34;5;7;0
4554.911887;90156;114;16;6;0;1;0
7069.740965;63867;89;21;4;1;3;0
4743.694528;83413;118;0;1;0;1;0
4019.384424;0;118;2;48;0;1;0
20239.38353;36116;171;27;33;2;2;0
2674.730716;56342;69;12;89;0;1;0
9206.429641;55542;117;1;76;0;5;0
23187.14574;58466;66;7;79;1;2;0
4770.550911;12964;65;2;37;0;4;0
3768.086327;43412;94;33;38;0;1;0
2893.739608;82611;74;23;87;1;1;0
11611.94584;28915;76;10;49;0;2;0
14246.14841;0;207;13;68;0;6;0
2554.551152;0;70;19;27;0;1;0
3226.516193;91774;81;4;21;0;1;0
2227.072755;27972;61;7;38;0;1;0
10623.40552;0;96;11;16;0;2;0
8304.688878;0;122;22;14;2;9;0
5155.529312;77857;64;0;99;0;9;0
4407.769164;0;62;18;34;0;3;0
2955.495724;56502;74;15;78;0;1;0
3900.906002;95018;97;21;81;0;1;0
4531.372981;23705;122;33;2;4;1;0
2813.309659;72333;70;10;20;0;1;0
7196.721128;0;107;22;96;0;4;0
6301.102478;47622;80;15;13;0;7;0
7799.440458;0;105;33;7;0;3;0
8292.626726;79632;106;7;72;1;3;0
18534.61157;16154;62;31;45;1;2;0
2906.298309;72211;73;12;1;0;1;0
6089.77238;70892;76;21;32;0;5;0
5016.144667;49367;63;16;40;0;9;0
15470.59658;68086;194;34;6;0;3;0
5680.467468;90353;70;3;64;0;7;0
4582.155128;49558;115;1;73;0;1;0
8663.550386;93485;72;31;40;0;2;0
5274.20076;10629;74;17;15;0;8;0
2620.601718;10237;72;31;97;0;1;0
4515.184003;87517;112;1;28;1;1;0
5533.229132;23241;70;11;14;0;9;0
5216.914471;60861;66;8;82;0;4;0
7860.086842;21726;104;20;79;0;8;0
5016.553079;36313;67;3;38;2;9;0
3351.567048;29160;87;25;62;0;1;0
6732.202033;0;99;15;79;0;5;0
6423.739052;0;188;5;67;0;1;0
4974.8733;48139;63;9;41;0;9;0
4739.297046;0;76;28;55;5;3;0
6086.431746;13688;84;25;2;0;8;0
5016.641406;0;73;16;77;0;9;0
7341.794924;27649;63;3;63;0;2;0
3215.196994;24191;80;11;32;0;1;0
2533.796807;0;71;11;77;0;1;0
5340.535477;58493;67;13;53;0;4;0
3644.833554;82477;90;1;69;0;1;0
6382.047596;88663;79;20;86;0;7;0
4303.637883;74057;109;27;24;0;1;0
4228.734374;0;63;2;82;2;8;0
10426.08551;52342;66;28;28;3;2;0
2484.747576;42012;63;13;84;0;1;0
8232.760182;56021;69;20;38;0;2;0
21768.69952;35124;137;18;46;0;2;0
2160.920387;0;62;4;49;1;1;0
4423.690041;0;125;8;55;0;1;0
3691.765242;37202;93;30;86;0;1;0
4940.508153;65985;71;3;47;5;4;0
8503.942634;87771;74;8;9;4;2;0
41143.09011;63624;115;10;40;2;2;0
10419.16743;80192;129;8;69;0;9;0
4139.89767;35945;105;14;25;0;1;0
7627.660848;93004;63;31;2;0;2;0
6162.369756;0;89;4;24;0;4;0
25807.063;71210;214;8;89;1;2;0
15506.9278;99159;190;7;14;0;5;0
5757.489397;81491;72;21;24;0;3;0
39365.29616;99875;108;12;37;0;2;0
5555.492159;51705;139;26;79;0;1;0
23893.3041;39837;201;11;63;0;2;0
9594.78115;31421;81;5;95;0;2;0
5411.936509;81531;135;23;50;0;1;0
5318.89664;25134;67;3;0;0;6;0
7731.713059;37386;97;1;4;0;3;0
2004.350666;0;66;16;35;4;1;0
5510.965059;99553;68;14;85;0;6;0
11158.12643;0;161;19;71;0;9;0
5390.27165;70705;69;31;61;2;6;0
2658.217729;22724;69;21;39;0;1;0
8826.611996;26320;111;3;92;0;9;0
4713.404623;0;69;7;90;0;8;0
2393.915369;0;70;24;10;0;1;0
11895.18188;88218;99;9;25;0;2;0
5580.960642;25180;70;21;44;0;9;0
8617.550432;48091;108;30;66;0;9;0
3940.123576;92539;100;1;55;0;1;0
2448.765205;40658;61;24;79;1;1;0
4439.677708;75453;112;6;90;0;1;0
2534.946955;94003;64;14;39;0;1;0
17420.56565;31737;218;17;2;0;3;0
2393.915369;0;70;24;10;0;1;0
2681.332102;0;71;2;94;1;1;0
4272.80504;0;114;0;75;0;1;0
15284.33065;48885;190;31;90;0;9;0
20186.34693;0;79;14;22;0;2;0
4984.618655;86305;62;1;99;0;5;0
5246.278375;28909;66;15;66;0;8;0
8827.229838;0;123;35;38;1;3;0
3269.013926;26140;84;23;37;1;1;0
16979.79757;35095;73;25;56;0;2;0
2479.920134;31678;63;7;3;0;1;0
7200.566588;28245;62;0;16;0;2;0
7917.119912;0;72;0;97;0;2;0
24061.11048;19168;106;12;54;1;2;0
19160.98994;22705;239;19;59;0;7;0
23295.06014;86481;65;9;69;0;2;0
7553.936525;38008;68;12;40;4;2;0
2405.618791;63032;61;5;79;0;1;0
4865.371797;27228;129;19;61;4;1;0
16388.09542;0;68;5;4;1;2;0
2611.14858;13424;71;30;78;0;1;0
8688.754812;59098;110;31;73;0;3;0
13736.1325;16181;181;22;79;0;8;0
8564.768226;95697;107;29;29;0;9;0
7019.177186;26806;63;32;19;0;2;0
8114.409136;30595;69;22;36;0;2;0
4864.382304;88079;61;16;37;0;3;0
8569.422637;99803;71;1;67;0;2;0
17793.60797;0;118;26;43;0;2;0
12944.18562;0;191;27;49;0;3;0
2649.207711;36283;68;14;63;1;1;0
4582.899414;66991;115;1;71;0;1;0
2691.70088;34322;70;20;46;2;1;0
2466.376803;44855;63;3;71;1;1;0
9277.472901;97729;115;4;48;1;7;0
4142.561212;48263;104;2;32;0;1;0
27990.27159;68343;79;20;78;0;2;0
9409.143498;76847;118;16;52;0;3;0
2581.022016;35795;65;25;53;0;1;0
7637.111954;0;71;1;29;0;2;0
2471.077732;53074;61;5;86;0;1;0
2302.818965;0;63;13;48;0;1;0
8716.368952;28743;112;9;13;0;3;0
5207.985921;81839;65;23;39;1;4;0
2719.506996;14030;72;11;3;0;1;0
2452.726922;32764;61;30;23;0;1;0
3829.090645;74775;95;18;35;0;1;0
8873.525122;53503;114;3;43;0;7;0
15925.05739;34455;135;8;69;0;2;0
2952.360309;52198;74;2;62;0;1;0
15923.95503;64429;133;1;58;2;2;0
7285.030983;44788;61;6;48;0;2;0
13104.30284;30130;110;22;12;0;2;0
2436.839358;0;65;34;84;0;1;0
9350.872287;0;275;3;64;1;1;0
9035.671134;34337;113;20;44;0;9;0
17250.74771;22276;111;19;73;1;2;0
2549.080421;52980;64;33;93;0;1;0
8954.840118;97736;74;19;22;0;2;0
2467.97792;0;67;0;14;0;1;0
7700.619936;0;73;18;16;1;2;0
3776.665506;68727;94;19;76;0;1;0
8044.872393;71391;67;29;39;0;2;0
5029.671927;62271;63;30;52;0;3;0
19957.79034;0;187;1;7;0;2;0
6179.699689;0;86;12;96;0;8;0
5678.050167;0;76;8;44;0;3;0
4089.429492;28506;104;27;37;0;1;0
3142.87734;0;86;17;35;0;1;0
22895.34606;0;94;14;17;0;2;0
5586.893159;94161;69;0;65;0;4;0
12105.29422;33345;102;34;37;0;2;0
11971.97765;64195;158;0;27;4;6;0
15328.45723;0;138;1;34;0;2;0
5424.256733;67414;68;7;37;0;8;0
4981.825724;33176;63;22;75;0;3;0
14635.45158;0;139;5;56;0;2;0
6862.866306;56779;86;21;16;0;3;0
13745.04802;40810;114;8;14;0;2;0
8111.651948;30622;68;22;86;0;2;0
22712.02364;14119;67;4;53;0;2;0
56675.93768;77237;283;33;93;0;2;0
8160.587729;24980;71;34;14;0;2;0
3919.366722;66676;97;0;40;0;1;0
7286.155383;0;69;4;83;1;2;0
7589.634;0;69;30;97;0;2;0
9032.370378;0;82;24;21;0;2;0
5555.556089;41853;71;17;51;0;3;0
8257.666512;23815;73;4;47;0;2;0
2721.749756;22885;73;20;46;0;1;0
5230.092742;32630;66;26;40;0;3;0
6273.911874;18577;86;21;76;0;6;0
5866.068903;75952;73;5;17;0;3;0
8802.188243;96390;73;17;47;0;2;0
8722.895091;25680;73;10;93;0;2;0
8178.521899;0;112;17;29;0;7;0
43217.21611;51504;220;30;99;0;2;0
2442.216651;0;74;15;9;3;1;0
2919.710443;41456;73;11;19;0;1;0
6366.225775;44368;80;5;72;0;3;0
17114.32815;70961;85;19;8;0;2;0
2395.57;21986;63;1;9;0;1;0
2987.949471;0;83;14;22;0;1;0
12780.276;33514;105;33;2;0;2;0
3906.669584;60230;98;13;91;0;1;0
2594.591182;0;70;17;47;1;1;0
5267.848664;40818;66;6;3;0;6;0
9095.049868;37937;116;11;42;0;5;0
7122.273163;64571;89;34;91;0;6;0
9117.441695;0;126;29;61;0;3;0
41075.42879;21988;209;12;62;0;2;0
3486.699561;0;95;12;5;0;1;0
7297.687812;24672;93;9;44;0;9;0
2502.209885;0;74;26;95;1;1;0
9955.490835;0;96;1;79;0;2;0
7094.158873;72878;61;0;58;2;2;0
12280.76661;88340;102;16;1;0;2;0
5773.90039;52278;73;31;91;0;3;0
4904.894731;12902;139;3;51;0;1;0
3423.822189;99816;86;0;0;0;1;0
2689.16845;26554;68;18;86;1;1;0
3109.007806;77485;77;0;87;0;1;0
22425.25604;22537;64;24;87;1;2;0
5705.547071;76522;71;31;71;0;6;0
2063.387895;0;64;22;34;3;1;0
5096.673223;22886;65;9;81;0;3;0
4101.935985;0;115;1;34;0;1;0
2537.929538;25506;65;10;16;0;1;0
3651.69247;0;110;7;70;0;1;0
10014.05568;0;98;19;17;1;2;0
6758.807188;0;191;22;38;0;1;0
5205.90965;0;72;18;91;0;9;0
2847.965582;96357;71;4;69;1;1;0
11513.35549;16266;100;11;23;0;2;0
7588.35586;76516;95;13;15;0;9;0
2389.310128;20484;61;3;89;0;1;0
5066.827444;40215;64;11;22;0;3;0
36860.90798;22854;122;28;53;0;2;0
3961.58618;0;118;6;34;1;1;0
8476.80656;55217;107;9;9;2;9;0
10110.76997;76276;86;24;19;0;2;0
2476.480866;47918;62;2;51;0;1;0
4462.997006;0;73;35;52;3;5;0
3141.252909;43499;80;8;44;0;1;0
2496.140812;0;72;14;58;0;1;0
6861.278936;0;71;11;21;3;2;0
4983.178714;21497;128;31;58;0;1;0
2227.072755;27972;61;7;38;0;1;0
9670.181104;20942;84;12;59;0;2;0
5088.687654;0;71;31;52;0;4;0
7095.134789;74298;177;9;81;0;1;0
5437.908293;23339;138;8;31;0;1;0
5033.693296;77031;125;17;17;0;1;0
14019.83314;31739;71;10;29;0;2;0
4877.61238;0;66;4;30;0;5;0
3449.494119;25236;89;2;26;0;1;0
3771.617797;0;103;25;16;1;1;0
5824.817366;40964;74;7;57;0;8;0
4379.92784;40896;109;3;61;0;1;0
5793.157728;95733;72;19;82;0;3;0
2725.680297;39161;71;8;84;3;1;0
5790.565333;84551;72;10;82;0;5;0
8502.237137;12843;111;6;47;0;3;0
2476.588891;71551;62;10;19;0;1;0
2426.95904;0;71;2;5;0;1;0
5897.986595;77835;74;2;30;1;4;0
4617.391775;16764;61;13;79;0;7;0
12521.42105;39007;105;29;16;0;2;0
9079.823377;20290;113;6;75;0;3;0
7777.201669;46182;65;23;27;0;2;0
5601.68063;11920;74;20;27;0;7;0
3459.037949;97162;86;0;63;0;1;0
9061.951591;42743;117;5;86;1;6;0
6866.093807;0;64;18;59;0;2;0
2659.70565;0;87;4;4;3;1;0
12332.51669;85789;105;18;54;2;2;0
21172.38983;0;82;24;86;0;2;0
3677.907634;31349;93;10;32;0;1;0
9816.528302;37256;62;15;7;0;2;0
4922.165949;0;69;2;76;0;3;0
7583.962264;0;102;27;29;0;5;0
2685.901421;58166;67;3;19;0;1;0
4132.58858;0;63;4;55;1;3;0
8622.835375;97361;73;6;85;0;2;0
15253.26436;51937;193;5;40;0;9;0
4277.560211;75921;106;32;4;0;1;0
20096.89337;92766;71;17;15;0;2;0
4770.550911;12964;65;2;37;0;4;0
7025.65076;48117;88;4;51;0;3;0
8265.379176;0;77;17;41;0;2;0
24552.8746;0;118;18;66;1;2;0
4407.97312;66152;111;14;18;0;1;0
2482.195895;31093;64;1;22;0;1;0
3858.867206;0;107;15;58;1;1;0
11572.10339;0;166;4;49;0;4;0
3645.464325;19121;95;1;18;0;1;0
4362.772279;0;65;11;46;0;3;0
10425.98532;68563;131;6;44;1;3;0
7025.04419;24726;92;18;75;1;5;0
7388.733207;0;97;31;24;0;3;0
2927.734329;51991;73;4;95;0;1;0
8356.181097;0;118;25;29;0;7;0
8718.056722;89096;111;1;50;0;3;0
35227.29912;23031;148;26;76;0;2;0
8697.882675;29540;73;3;23;0;2;0
3554.845264;58557;88;4;83;0;1;0
2818.31302;88816;70;33;9;0;1;0
19045.50012;0;61;2;61;0;2;0
2893.806196;61809;72;9;21;0;1;0
14439.80313;58452;186;7;13;0;5;0
5121.838914;57161;127;20;92;0;1;0
2217.664193;0;65;11;69;0;1;0
2861.717418;90083;71;23;47;0;1;0
5979.724161;57693;76;16;56;0;3;0
7377.231238;0;69;16;42;0;2;0
6366.225775;44368;80;5;72;0;3;0
8657.968597;68727;72;15;49;0;2;0
11726.18921;40564;97;0;36;0;2;0
5780.182197;51066;74;23;0;0;8;0
10058.74013;0;92;30;81;0;2;0
7072.928971;90551;61;28;4;4;2;0
4787.206586;0;67;16;45;0;5;0
3013.439451;21353;80;28;21;0;1;0
3472.369996;0;102;25;48;0;1;0
5380.898636;55350;67;0;13;0;9;0
38230.21008;80321;105;25;1;0;2;0
5526.438887;94230;137;21;82;0;1;0
4883.117399;53305;63;32;73;0;4;0
14203.04178;55593;182;10;48;1;9;0
5745.41663;0;165;27;38;0;1;0
9602.07966;0;94;12;3;0;2;0
3199.75316;0;87;3;43;0;1;0
2758.329817;22158;74;8;92;0;1;0
2725.192659;81605;67;7;74;0;1;0
5550.149947;62219;69;7;73;0;4;0
2619.172388;15587;71;11;48;0;1;0
6265.343299;0;84;18;25;1;4;0
12313.16484;0;116;7;57;0;2;0
10552.42728;28505;88;0;93;0;2;0
12022.38645;25918;104;7;30;0;2;0
9295.41115;0;261;33;44;0;1;0
7440.92353;34137;62;6;9;0;2;0
10302.90289;21839;137;2;70;0;8;0
3508.569533;20978;98;19;96;1;1;0
5761.317533;83392;71;30;80;0;3;0
10280.80787;73661;128;34;47;0;3;0
4783.917752;49793;121;3;55;0;1;0
2142.892273;0;65;3;71;0;1;0
8738.299629;91890;107;30;28;0;7;0
4468.2209;0;65;16;61;0;9;0
11315.20373;11885;101;18;39;0;2;0
21886.19626;43000;109;27;9;0;2;0
7681.551777;90043;63;12;21;0;2;0
16702.69914;0;72;34;46;0;2;0
5015.009472;48567;130;12;15;0;1;0
5776.338737;27510;159;5;28;3;1;0
2777.525403;59124;70;18;31;2;1;0
4127.495254;0;119;20;89;3;1;0
6670.850638;56531;170;34;24;3;1;0
14741.76092;0;139;2;33;1;2;0
38320.82017;45277;191;19;0;0;2;0
2064.697955;0;65;12;57;3;1;0
5504.139033;0;73;18;45;0;5;0
5096.673223;22886;65;9;81;0;3;0
7995.441263;66685;67;35;50;2;2;0
5674.136445;65775;72;16;98;0;4;0
2886.232446;52972;74;3;68;0;1;0
5794.682724;52979;72;14;53;0;4;0
10706.66957;55436;67;7;44;0;2;0
5320.614976;32116;132;10;42;0;1;0
20498.83124;56070;74;5;73;0;2;0
4628.280887;0;62;32;31;0;3;0
27287.50099;0;116;12;76;1;2;0
4029.723325;93621;100;16;20;0;1;0
2744.083863;79192;70;11;74;0;1;0
35444.31404;96853;98;34;68;0;2;0
2858.992036;0;83;25;91;4;1;0
5862.803295;75121;73;12;22;0;6;0
4031.539471;0;117;2;41;0;1;0
7553.225007;69959;63;9;3;0;2;0
16699.46158;81400;104;6;19;0;2;0
3233.262049;0;98;33;87;1;1;0
5640.729767;67523;72;35;21;0;7;0
8678.508294;62366;108;22;87;0;8;0
10339.59799;67134;131;5;63;1;6;0
3746.751625;41479;94;14;38;1;1;0
2571.260863;29697;66;0;58;4;1;0
4428.031583;58577;110;6;62;0;1;0
7413.386729;0;106;7;44;0;4;0
4768.955924;51144;61;28;32;1;9;0
6035.086336;29587;76;25;4;0;3;0
16280.19859;0;157;17;1;0;2;0
9024.199159;71499;112;25;61;0;5;0
7495.676658;0;106;23;45;0;5;0
12520.97907;0;126;4;59;0;2;0
2552.038766;75740;64;13;11;0;1;0
16887.79708;53262;62;11;18;4;2;0
3038.829992;75180;77;15;30;3;1;0
4455.518101;31196;62;26;57;4;9;0
11972.78231;0;186;0;67;2;5;0
8513.697414;34505;106;13;44;0;9;0
9085.204991;0;82;14;27;2;2;0
24096.23695;0;97;1;40;0;2;0
9095.049868;37937;116;11;42;0;5;0
21418.35544;21897;139;19;67;0;2;0
10714.21449;55994;92;19;75;2;2;0
9986.661111;24067;132;12;2;0;6;0
7908.669486;43630;99;33;30;0;3;0
4869.596443;23811;130;20;8;0;1;0
2121.647053;0;62;11;45;0;1;0
6328.180924;0;100;17;21;2;4;0
