TARGET;GEN_INDUSTRY;GEN_TITLE;ORG_TP_STATE;ORG_TP_FCAPITAL;JOB_DIR
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
1;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сборочные производства;Рабочий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
1;Туризм;Специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Сельское хозяйство;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;Наука;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Банк/Финансы;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Строительство;Руководитель среднего звена;Частная компания;Без участия;Вспомогательный техперсонал
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Нефтегазовая промышленность;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;С участием;Участие в основ. деятельности
0;Транспорт;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Государственная служба;Работник сферы услуг;Государственная комп./учреж.;Без участия;Юридическая служба
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Банк/Финансы;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
1;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Торговля;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Развлечения/Искусство;Специалист;Некоммерческая организация;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Снабжение и сбыт
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Руководитель высшего звена;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Страхование;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
1;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Военнослужащий по контракту;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Энергетика;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Работник сферы услуг;Частная компания;Без участия;Вспомогательный техперсонал
0;;;;;
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Образование;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Другое;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Другое;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;ЧОП/Детективная д-ть;Другое;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Юридические услуги/нотариальные услуги;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
1;Энергетика;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Строительство;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
1;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;С участием;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Работник сферы услуг;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Развлечения/Искусство;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Химия/Парфюмерия/Фармацевтика;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;Государственная служба;Руководитель низшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Информационные услуги;Служащий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Служащий;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Транспорт;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Энергетика;Специалист;Некоммерческая организация;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Руководитель высшего звена;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Здравоохранение;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Другие сферы;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Служащий;Государственная комп./учреж.;Без участия;Служба безопасности
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Работник сферы услуг;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Государственная служба;Другое;Государственная комп./учреж.;Без участия;Служба безопасности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Подбор персонала;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Сборочные производства;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Банк/Финансы;Рабочий;Государственная комп./учреж.;С участием;Вспомогательный техперсонал
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;С участием;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Информационные услуги;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Руководитель среднего звена;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Адм-хоз. и трансп. службы
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Руководитель высшего звена;Частная компания;С участием;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Государственная служба;Работник сферы услуг;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;;;;;
1;Торговля;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Государственная служба;Военнослужащий по контракту;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Нефтегазовая промышленность;Специалист;Частная компания;С участием;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Другое;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Высококвалифиц. специалист;Частная компания;С участием;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
1;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
1;Транспорт;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Другое;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Специалист;Некоммерческая организация;Без участия;Участие в основ. деятельности
0;Государственная служба;Военнослужащий по контракту;Государственная комп./учреж.;Без участия;Служба безопасности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Высококвалифиц. специалист;Частная компания;С участием;Участие в основ. деятельности
0;Торговля;Служащий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Информационные услуги;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Информационные технологии;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Руководитель среднего звена;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;;;;;
1;;;;;
0;Металлургия/Промышленность/Машиностроение;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Энергетика;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;;;;;
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Другие сферы;Другое;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
1;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
0;Химия/Парфюмерия/Фармацевтика;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Торговля;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Строительство;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Здравоохранение;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Наука;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Строительство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Работник сферы услуг;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Частная компания;Без участия;Вспомогательный техперсонал
0;;;;;
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
