Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
0;66;16;35;4;1;1
67197;111;2;9;0;2;0
39032;198;31;15;0;7;0
0;68;19;2;3;2;1
34927;70;5;2;0;1;0
30817;88;25;43;0;1;1
31535;70;27;46;0;1;0
23376;78;19;18;0;1;1
46244;62;8;3;0;2;0
34886;84;3;40;0;5;0
0;66;27;51;0;1;0
62935;141;29;27;0;7;0
24164;137;2;40;0;5;1
0;87;6;3;0;1;0
0;68;20;66;1;2;0
40153;61;1;99;0;2;0
0;104;12;7;0;3;0
97131;64;5;80;0;6;1
23712;106;2;12;0;1;0
0;64;26;72;0;2;0
33171;65;27;17;0;3;0
0;83;18;90;1;2;0
0;68;24;73;0;1;0
60228;112;23;28;1;2;0
27072;93;24;27;0;8;0
26057;74;3;63;0;2;1
66331;107;0;74;0;1;0
66030;69;33;19;1;1;0
59768;71;6;93;1;3;0
45106;73;22;21;0;2;0
78435;130;11;19;0;4;0
0;63;31;99;1;1;0
79507;70;7;17;3;1;0
44986;101;14;83;0;3;0
25899;79;10;11;0;8;0
13610;74;7;64;0;1;0
0;65;11;15;0;2;0
77362;70;14;25;0;1;0
96443;102;1;17;0;1;0
0;135;2;41;1;1;0
90778;76;31;29;0;7;0
0;65;11;62;0;1;0
78494;79;6;40;0;1;0
83497;69;28;15;0;1;0
58842;110;6;74;0;1;1
63935;87;20;63;0;6;0
0;96;5;35;0;1;0
0;69;1;79;0;4;0
0;77;20;89;0;9;0
62258;65;14;17;0;5;0
0;80;10;81;0;1;0
58516;98;14;75;0;2;0
23285;65;30;22;0;7;0
56901;104;29;82;0;1;0
0;61;12;75;1;2;0
99443;117;6;6;4;5;0
0;113;4;70;0;4;0
88246;77;3;27;1;1;0
0;242;1;34;0;2;0
64801;64;23;19;0;2;1
57029;68;24;97;0;2;0
28045;99;7;99;0;2;0
44661;101;2;1;0;1;0
21246;83;19;51;0;1;0
31278;92;24;95;4;1;1
74454;71;25;29;0;3;1
62474;63;20;63;0;5;0
0;130;9;43;0;2;0
20647;63;17;10;0;7;0
33806;89;32;59;0;2;1
0;70;9;96;0;2;0
0;111;13;55;0;2;0
19589;127;26;44;0;1;0
22338;67;9;37;1;9;0
66839;154;33;24;0;1;1
99428;64;16;25;1;5;0
31364;74;28;47;0;3;0
15340;121;12;47;0;2;0
36225;123;7;84;0;8;0
0;107;18;79;0;2;0
0;61;5;21;0;1;0
77601;71;27;48;0;6;0
74243;84;34;2;0;2;0
46707;133;7;9;0;8;0
0;116;6;63;0;1;0
50234;101;12;1;0;2;0
75526;103;26;68;1;2;0
0;193;30;38;0;7;0
28343;69;19;88;0;8;0
74948;64;23;43;0;8;0
22728;116;28;81;0;1;0
0;99;14;48;2;9;0
17331;117;13;39;0;6;0
35133;102;2;31;0;2;0
63147;64;1;91;0;4;0
67575;91;27;85;0;2;0
0;111;29;76;0;1;0
48315;71;34;56;0;2;0
34337;113;20;44;0;9;1
33818;72;6;34;4;3;0
22439;98;30;63;0;1;0
79055;186;32;24;1;1;0
45191;69;18;34;0;1;0
41990;66;23;19;0;1;0
50979;61;25;45;1;1;0
59888;106;6;14;0;3;0
20978;98;19;96;1;1;1
32807;73;10;10;0;1;0
58414;210;7;24;2;1;1
50071;71;3;32;0;1;1
67796;69;7;24;4;8;0
90750;170;30;47;0;1;0
0;125;6;61;0;2;1
69387;71;16;37;0;3;0
29084;71;14;59;1;3;0
60214;100;8;16;1;4;0
96018;122;8;60;0;3;0
20128;70;28;10;2;2;0
60233;116;29;63;0;2;0
52920;93;18;95;0;3;0
90310;104;9;39;0;1;0
58414;210;7;24;2;1;1
99790;64;24;8;0;2;0
21159;73;35;14;0;2;0
79699;65;24;12;0;1;0
68236;114;2;75;0;6;0
59207;116;23;21;0;2;1
21499;135;34;28;1;3;0
77563;143;35;58;0;1;0
33415;78;15;44;0;1;0
20179;133;29;0;1;5;0
50147;101;4;37;0;3;0
22492;85;34;88;0;7;0
0;99;25;57;5;2;0
93715;102;9;43;2;4;0
23540;103;30;23;2;1;0
25370;102;10;77;0;2;1
68771;96;10;70;0;2;0
0;73;35;52;3;5;1
68562;108;29;52;0;2;0
36733;71;21;28;0;2;0
45768;73;33;27;0;1;0
0;64;34;47;0;7;0
63513;70;13;76;0;2;0
58161;68;19;19;0;5;0
83640;70;20;13;0;4;0
0;96;2;88;0;1;0
0;111;35;68;0;1;0
0;104;13;29;0;1;0
0;66;8;11;0;1;0
25820;82;10;69;0;1;1
0;121;16;64;0;1;0
30366;101;25;13;2;3;0
51789;70;8;34;0;1;0
0;125;6;61;0;2;1
18608;71;13;24;0;1;1
83758;64;27;34;0;1;0
22886;65;9;81;0;3;1
11828;90;18;84;0;2;1
44762;62;14;11;0;6;0
0;175;12;60;0;1;0
82664;114;24;10;3;9;1
0;108;7;57;0;1;0
0;63;1;21;0;2;0
84978;72;12;51;1;2;0
24164;137;2;40;0;5;1
0;80;5;10;0;8;0
62777;67;34;32;0;1;0
19864;63;22;96;0;1;1
44428;104;17;61;0;2;1
21139;113;15;93;0;5;0
0;88;4;52;0;2;0
11896;69;29;57;0;5;0
0;73;35;87;1;1;0
27972;61;7;38;0;1;1
0;62;26;98;0;1;0
38399;106;12;6;0;2;0
20868;63;19;13;0;8;0
49682;101;30;49;0;3;0
79090;107;2;74;0;3;1
81850;132;1;75;0;1;0
22906;76;17;27;0;8;0
0;83;15;85;1;1;0
37138;83;12;1;2;9;0
0;71;32;35;0;2;0
21024;82;32;8;1;9;0
0;103;25;80;0;9;0
77135;84;3;37;3;8;0
0;109;3;19;0;2;0
0;114;3;70;0;1;0
72845;108;13;28;0;2;0
51622;74;29;32;0;1;0
0;61;25;79;0;2;0
15616;114;20;96;1;2;0
0;82;31;25;0;8;0
23091;96;28;90;5;5;1
0;67;7;8;3;3;0
22699;74;11;76;4;2;0
14072;71;13;3;0;2;1
81713;74;0;41;0;2;0
56516;199;26;46;0;2;0
0;73;21;31;0;3;0
26747;61;11;44;0;3;0
63422;66;8;68;0;1;0
22081;84;1;9;0;6;1
0;180;14;70;0;4;0
29698;83;17;89;2;1;0
24518;74;23;62;0;3;0
62873;81;0;41;0;1;1
28377;94;26;99;0;3;0
21102;100;0;81;0;2;0
0;65;12;57;2;1;0
0;88;2;43;0;3;0
81410;119;8;86;0;7;0
27869;67;18;59;0;2;0
57449;103;6;28;0;2;1
40901;74;2;36;0;1;0
88701;99;7;4;0;1;0
29365;137;14;78;0;7;0
0;82;26;33;0;3;0
0;103;9;72;0;2;0
56455;73;17;5;2;8;0
35095;73;25;56;0;2;1
0;155;9;62;1;8;0
94903;94;3;38;0;1;1
80192;67;22;24;0;7;0
0;122;15;11;0;2;0
60244;83;3;72;3;1;1
52735;65;21;19;0;2;0
78275;72;12;36;0;2;0
77282;102;8;54;0;3;0
21604;79;14;28;0;1;1
51962;125;8;2;4;1;0
0;68;4;67;0;9;0
56362;197;30;47;1;6;0
85753;66;23;14;1;8;0
36167;76;9;79;3;1;0
68568;223;5;28;1;6;0
35482;129;21;59;0;3;1
92079;65;12;68;1;2;0
0;77;0;84;0;3;0
0;165;29;6;2;1;0
34558;113;32;24;0;1;0
14775;69;11;44;0;5;0
35637;68;13;11;0;9;0
66726;97;3;60;1;7;0
0;72;29;86;0;1;0
0;96;25;71;0;6;0
79719;71;12;87;0;6;0
25632;63;27;52;0;7;1
61108;89;22;93;0;2;1
0;137;34;77;0;4;0
21073;106;25;54;1;3;1
17932;79;8;38;0;2;0
81082;73;5;85;0;4;1
71684;66;7;17;0;1;0
57338;61;8;48;0;1;0
0;102;35;48;0;2;1
24409;62;4;13;0;1;0
83488;90;14;20;0;3;0
0;104;29;7;0;2;0
62537;71;19;64;1;1;0
10621;67;28;22;0;5;1
43478;80;27;79;0;9;0
46503;215;4;21;1;1;1
27179;66;8;91;0;9;0
62229;70;13;26;0;5;0
0;92;34;39;1;2;0
67060;126;1;85;4;2;0
13663;97;1;66;0;2;1
0;63;5;79;0;1;0
0;99;21;35;1;4;0
97745;113;10;64;0;5;0
26026;116;1;76;1;1;0
72794;164;3;47;1;2;0
47730;91;12;52;0;2;0
0;122;27;2;0;1;1
0;72;6;67;0;8;0
0;70;20;81;0;9;0
97785;73;35;36;0;2;0
0;66;27;89;0;3;0
30817;88;25;43;0;1;1
64502;70;22;49;0;2;0
30335;87;17;42;0;1;0
21020;80;1;36;0;4;0
84574;70;13;75;0;2;0
0;84;26;37;0;1;0
0;93;28;3;0;8;0
11828;90;18;84;0;2;1
54889;63;32;94;0;1;0
89918;105;15;72;0;9;0
87002;110;27;30;0;2;0
55687;276;33;91;0;1;1
17103;87;24;29;0;2;0
0;70;17;20;5;1;0
28441;73;10;98;0;2;0
91212;69;9;92;0;6;0
66325;117;10;10;0;5;0
67895;101;25;27;4;1;0
29550;114;16;70;1;1;0
10275;97;10;8;0;1;0
61725;106;7;70;0;6;0
28215;65;15;26;0;3;1
10563;121;20;10;0;2;0
0;62;10;97;0;3;0
99722;61;6;48;0;2;0
16224;93;13;55;0;9;0
72096;64;24;92;0;5;0
63800;113;9;43;0;4;0
55687;276;33;91;0;1;1
0;89;6;49;1;3;0
0;61;8;91;0;1;0
29598;87;2;70;0;2;0
22907;180;13;86;2;1;0
22697;186;35;39;1;8;0
70174;64;18;80;0;7;0
85378;107;7;4;0;2;0
31477;94;22;77;0;3;0
66429;136;35;93;0;1;1
0;90;15;55;0;3;0
0;65;29;32;0;3;0
0;172;23;6;0;1;0
74217;100;35;3;0;6;0
46298;88;11;82;3;4;0
0;135;0;86;0;1;0
43860;65;15;58;0;1;1
0;69;11;5;0;2;0
48029;61;7;52;0;9;0
86830;123;18;5;0;3;0
0;77;29;21;0;2;0
40706;71;30;96;0;1;0
69231;65;19;7;0;9;0
0;132;13;33;0;2;0
0;105;5;87;0;3;0
16171;74;8;36;0;4;0
51397;61;20;61;0;1;0
83879;69;3;66;0;2;0
63267;92;22;31;0;8;0
44712;82;19;14;2;8;0
59311;69;8;38;0;9;0
81957;86;23;76;0;4;0
59601;67;28;2;0;6;0
71034;103;26;15;0;3;0
13103;72;21;32;0;7;0
20978;98;19;96;1;1;1
46503;215;4;21;1;1;1
61064;113;32;77;0;1;0
17572;110;0;35;0;1;0
99823;116;2;64;0;2;0
17453;118;12;70;1;9;0
55663;166;19;63;0;1;0
73196;66;0;93;1;1;0
58577;110;6;62;0;1;1
88055;71;11;37;0;6;0
0;80;17;96;0;5;0
80892;110;15;76;0;1;0
34990;65;23;73;0;1;1
37124;72;4;17;0;1;0
22236;62;3;45;0;4;0
97131;64;5;80;0;6;1
67760;74;19;19;0;3;0
0;69;13;74;0;1;0
0;62;6;44;1;2;0
37473;70;0;92;0;3;0
32314;68;17;77;0;2;0
49214;102;0;82;3;2;0
49851;69;27;85;1;2;0
27951;91;32;4;0;2;0
0;95;13;20;0;5;1
56410;117;13;73;0;3;0
22497;212;15;71;0;7;0
61347;106;27;66;0;2;0
37803;74;26;51;0;1;0
91276;105;14;4;0;4;0
30816;87;10;43;0;4;0
41968;67;11;96;0;1;0
35754;199;21;54;0;3;0
36706;71;4;45;0;1;0
48258;249;12;86;0;2;0
52965;134;6;77;3;4;0
0;84;25;44;0;1;0
0;65;8;5;0;1;0
62634;116;10;89;0;2;0
96917;61;24;2;0;2;0
76157;116;15;80;0;1;1
53219;117;24;36;0;1;0
81412;109;1;29;0;1;0
59744;105;1;79;0;2;0
38898;117;26;68;0;3;0
0;94;19;98;2;4;0
99961;66;6;54;2;1;0
30886;91;7;53;0;4;0
35984;128;7;68;3;1;0
0;125;27;97;4;1;0
0;181;13;16;0;1;0
0;139;4;35;0;2;0
60244;83;3;72;3;1;1
0;72;8;61;0;2;0
37553;187;34;7;0;2;0
0;73;24;47;0;3;0
60475;107;9;18;0;1;1
0;111;3;59;0;9;0
0;136;7;61;2;3;0
25545;69;19;49;0;9;0
24182;66;12;32;0;1;0
80979;84;32;27;2;3;0
0;62;8;20;0;7;0
0;74;20;3;0;2;0
29250;64;27;30;0;1;0
33566;63;25;56;1;4;0
65247;72;14;55;0;1;0
39650;86;18;8;0;6;0
0;101;1;83;4;1;1
82680;68;8;86;0;2;0
0;111;30;86;0;3;0
0;129;15;42;0;3;0
0;69;17;60;0;2;0
0;61;9;16;1;1;0
86834;64;2;93;0;8;0
46143;122;15;85;0;1;0
21275;240;3;58;0;2;0
47746;106;9;4;0;1;0
51675;196;11;86;0;5;0
85522;64;1;56;0;3;0
0;63;3;35;4;4;0
0;84;17;5;0;2;0
55632;123;35;98;0;7;0
0;93;24;25;0;2;0
0;78;32;37;0;5;0
69152;89;8;83;4;1;0
13476;67;3;30;2;2;0
0;105;2;84;0;5;0
33252;71;20;4;0;1;0
0;102;16;1;1;1;0
59456;189;11;7;0;8;0
88989;63;19;28;1;3;0
0;107;17;39;0;5;0
17034;113;11;40;0;6;0
88435;62;16;61;0;1;0
71445;70;6;95;2;1;0
72149;101;18;43;0;6;0
23376;78;19;18;0;1;1
44788;61;6;48;0;2;1
69379;103;14;79;0;1;1
38521;134;15;71;0;1;0
34482;67;4;6;0;2;0
0;68;35;35;0;1;0
37256;62;15;7;0;2;1
77311;181;18;36;0;2;0
39268;66;30;96;1;9;0
59644;79;15;94;0;1;0
0;68;2;33;0;2;0
23376;78;19;18;0;1;1
50854;73;15;72;0;2;0
35158;76;14;27;0;2;0
15413;106;4;67;0;1;0
17860;99;16;0;2;1;0
16181;181;22;79;0;8;1
91182;96;8;90;0;1;0
41154;72;6;7;1;8;0
18746;68;21;93;0;1;0
70277;80;23;4;0;1;0
0;66;23;38;0;4;0
24919;84;21;2;1;5;0
0;79;22;82;0;2;0
0;96;31;34;0;1;1
46370;68;28;86;1;1;0
89918;115;14;42;0;2;0
37138;85;4;13;0;1;0
19683;117;17;41;1;9;1
32214;100;5;6;0;2;0
26472;74;22;31;0;1;0
39841;72;9;40;0;5;0
51085;62;4;58;1;1;0
61006;74;6;99;0;9;0
34148;109;27;30;0;2;0
95697;61;16;55;0;1;1
75685;73;35;47;0;1;0
20870;72;20;90;0;2;0
66900;68;15;20;0;1;0
0;106;22;51;1;8;0
37043;68;25;89;3;1;0
42837;106;15;39;0;1;0
33305;62;3;12;0;5;0
0;103;8;35;0;1;0
24823;69;23;66;0;1;0
98192;84;2;64;1;2;0
88249;108;9;71;0;2;0
54585;71;33;39;1;3;0
39770;117;11;37;0;3;0
85367;85;27;20;0;1;0
74809;61;7;35;0;3;0
50144;114;0;35;0;2;0
20075;79;7;2;1;1;0
76448;63;9;13;0;3;0
59556;113;11;86;0;1;0
14174;72;1;62;0;8;0
35230;61;27;2;1;2;0
0;91;33;38;0;2;0
0;73;18;45;0;5;1
0;114;2;45;0;7;0
51352;66;21;87;3;2;0
76675;72;5;38;0;9;0
0;68;6;94;0;2;0
0;72;27;21;2;2;0
94242;71;35;7;1;2;0
0;113;4;92;0;2;0
71153;122;1;94;0;1;0
63326;225;5;99;0;1;0
29629;71;21;51;4;5;0
0;69;0;32;0;7;0
23726;74;1;83;0;9;0
48999;86;6;65;3;2;0
13037;124;28;49;0;1;1
24245;63;0;22;0;2;0
44047;137;12;38;0;1;0
91942;117;34;61;0;3;0
37640;67;25;74;0;4;0
77058;63;16;42;0;2;0
0;73;29;38;0;1;0
63755;62;28;40;0;2;0
37384;99;9;17;0;1;1
42557;65;4;35;0;1;0
45473;76;10;29;0;2;0
10743;70;12;64;2;8;0
0;113;5;90;0;2;0
0;61;16;29;0;1;0
0;64;27;32;3;5;0
75644;65;5;68;3;9;1
63455;61;26;71;0;1;0
73782;76;11;97;0;1;0
80590;71;4;19;0;1;0
59797;127;4;50;0;2;0
48567;130;12;15;0;1;1
62470;66;34;84;0;4;0
57338;66;9;85;0;3;0
63288;199;12;92;0;5;0
55281;192;22;68;1;1;0
22985;77;4;65;0;1;0
39608;78;14;15;1;7;0
99189;117;27;27;0;3;0
0;112;27;46;0;4;0
0;92;7;89;0;2;0
58089;118;31;83;0;1;1
81350;110;1;28;0;9;0
0;65;2;73;0;8;0
43704;201;29;67;0;2;0
75497;100;5;72;0;3;0
40372;85;15;17;0;4;0
17489;85;31;28;0;1;0
86277;74;19;33;0;3;0
0;63;3;5;0;6;0
0;74;14;38;0;2;0
49078;97;10;3;0;2;1
81082;73;5;85;0;4;1
0;116;20;9;2;6;0
40635;102;4;45;0;6;0
26351;119;14;87;0;7;0
0;80;15;83;0;1;0
42836;89;32;99;0;1;0
40175;102;34;78;1;1;0
62873;81;0;41;0;1;1
0;74;24;98;0;5;0
50985;71;7;31;0;1;0
0;116;6;28;0;2;0
42803;245;21;56;0;2;0
0;69;34;13;1;1;0
35970;98;29;81;0;1;0
44537;106;13;42;0;1;0
13528;86;21;35;0;3;1
14030;72;11;3;0;1;1
0;64;0;56;0;3;0
33190;106;18;95;0;2;1
0;100;1;25;0;4;0
21033;118;5;22;0;8;0
26285;84;7;1;0;1;0
0;74;29;52;0;8;0
73245;68;33;48;0;2;0
0;119;5;31;0;3;0
0;61;32;42;0;3;0
74365;193;11;85;0;1;0
30821;97;27;59;0;1;0
69844;68;5;9;0;1;0
0;124;15;86;0;8;0
55836;73;8;87;0;7;0
40352;77;31;33;0;3;0
14985;116;12;45;0;1;0
27458;131;18;62;1;3;0
56343;295;11;69;0;2;0
12780;111;17;53;2;6;0
68558;131;16;11;0;1;0
47747;111;31;76;0;1;0
16113;81;27;19;0;2;0
0;79;6;55;0;1;0
39626;69;23;0;0;3;0
49304;65;28;48;0;1;0
27972;61;7;38;0;1;1
27568;68;0;62;0;3;0
25905;63;21;12;0;1;1
21442;108;16;83;0;2;0
34516;113;12;70;3;1;0
0;68;11;90;0;4;0
28354;118;33;20;0;1;0
0;72;22;58;0;5;0
37722;116;8;23;0;8;1
32021;70;12;58;0;2;0
13393;73;31;11;0;1;0
13624;117;4;11;0;2;0
27800;67;9;78;0;1;0
58419;191;29;6;0;1;0
50407;92;30;67;0;2;0
0;84;0;76;0;4;0
77603;114;10;83;0;8;0
75606;119;6;97;0;7;0
41458;98;6;67;0;3;0
0;74;6;61;0;1;0
0;82;13;87;0;7;0
70619;187;2;84;0;3;0
41273;77;16;19;0;1;0
46946;70;10;37;0;9;0
0;113;10;97;0;9;0
99180;106;15;20;0;3;0
55350;67;0;13;0;9;1
28215;65;15;26;0;3;1
75425;116;25;88;1;2;0
63583;83;15;8;0;1;0
0;66;27;28;0;3;0
37995;139;16;50;0;1;1
37125;63;29;78;0;1;0
53357;73;4;77;0;1;0
70140;199;25;15;0;7;0
52380;186;27;76;2;1;0
79292;67;18;58;0;1;0
0;92;31;24;1;1;0
0;123;14;97;0;1;0
75425;123;3;49;0;6;0
20992;64;21;73;0;1;0
57428;85;34;40;1;1;0
92606;109;26;75;0;3;0
86001;109;4;27;1;1;0
79751;63;15;67;0;1;1
68654;71;32;21;2;9;0
0;61;7;71;3;9;0
92629;72;22;1;3;1;0
54094;112;9;51;0;4;0
95419;70;6;61;3;2;0
66466;71;20;35;0;2;0
68131;130;22;27;0;1;0
56481;106;7;17;0;3;0
70082;119;17;23;0;1;0
51437;115;35;30;0;2;0
0;73;6;97;0;9;0
27972;90;13;7;0;8;0
24930;76;7;16;0;2;0
26245;110;6;43;0;1;0
57883;69;4;0;0;9;0
0;64;20;4;0;1;0
58828;68;13;98;0;1;0
51906;73;29;78;0;1;0
28095;82;18;2;0;8;0
88723;74;12;94;0;8;0
53078;79;29;81;2;8;0
88895;106;0;87;0;8;0
60078;127;23;60;0;3;0
0;67;26;4;0;3;0
45820;71;4;89;0;8;0
0;73;12;84;0;1;0
12439;115;22;78;0;2;0
25998;71;16;38;0;2;1
98451;62;19;57;0;3;0
23803;72;11;90;0;1;0
0;124;12;58;0;2;0
26100;67;6;29;0;1;0
0;73;8;63;0;1;0
0;67;10;38;0;9;0
65252;78;27;75;0;9;0
48567;130;12;15;0;1;1
34337;113;20;44;0;9;1
20394;115;28;84;0;1;0
0;76;20;17;0;6;0
0;61;17;1;1;7;1
31617;62;17;29;1;1;0
0;62;31;30;1;2;0
21104;66;34;74;0;1;0
37748;181;21;22;2;2;0
0;96;19;30;0;1;0
25023;82;31;38;0;2;0
0;62;22;57;0;9;0
14108;109;27;88;0;1;0
23923;82;29;61;1;2;0
0;67;1;19;0;1;0
22705;239;19;59;0;7;1
0;89;10;83;0;1;0
0;69;31;89;0;5;0
50825;102;3;46;0;3;1
14616;106;16;23;0;1;0
0;69;5;74;0;1;0
29504;125;16;29;0;9;0
58789;111;4;69;0;3;0
29491;61;26;62;0;2;0
78077;107;11;47;2;6;0
0;96;2;53;0;1;0
76558;74;2;45;0;2;0
78618;66;7;56;0;1;1
82664;114;24;10;3;9;1
23053;132;5;97;0;8;0
50250;117;3;93;0;1;0
32169;199;0;74;0;1;0
0;80;28;97;0;1;0
99069;66;7;28;0;2;0
20978;98;19;96;1;1;1
17576;71;29;70;0;1;1
42297;71;29;62;0;1;0
0;115;0;3;0;3;0
0;63;21;23;0;7;0
0;110;22;72;0;9;0
48990;74;3;20;0;2;0
16916;64;31;31;0;2;0
18375;103;8;50;0;1;1
17150;65;28;19;0;2;0
23815;73;4;47;0;2;1
21947;118;30;76;0;9;0
0;97;4;11;0;4;0
89451;63;11;2;0;1;1
79325;68;4;31;0;4;0
88454;101;8;89;0;1;0
0;87;2;41;0;3;0
20943;69;0;86;0;1;0
51972;66;19;22;0;2;0
54408;79;29;17;0;4;0
23751;82;4;9;1;7;0
37612;64;0;32;0;1;0
91603;69;4;92;2;3;0
0;62;12;53;0;3;0
16450;128;6;81;0;1;0
50864;83;18;86;1;4;0
74560;110;31;20;0;2;0
62488;62;35;47;2;1;0
55837;117;16;35;0;9;0
0;66;12;71;0;1;0
97742;67;33;57;0;5;0
0;69;13;75;0;1;0
64125;108;3;44;0;3;1
0;62;22;39;0;6;0
70412;61;27;12;0;3;0
0;70;13;8;0;3;0
66267;111;23;95;0;3;0
0;82;14;23;0;6;0
40882;89;6;17;0;2;0
34498;83;30;72;0;7;1
0;74;0;52;0;1;0
23228;64;4;0;1;6;0
40864;109;16;70;1;1;1
46133;73;7;78;0;5;0
46900;66;13;59;0;1;1
0;92;1;17;0;6;0
53390;64;13;41;0;5;0
99185;115;8;19;0;3;0
62815;80;14;84;0;1;0
26277;61;17;30;0;4;0
41854;110;17;44;0;8;0
0;86;4;56;0;8;0
66627;85;32;55;0;8;0
12131;64;32;60;1;1;0
0;110;4;61;0;1;0
0;90;4;18;0;5;0
33317;72;18;31;1;3;0
68931;66;32;30;0;7;1
0;67;6;60;1;1;0
19189;108;21;9;0;3;0
49390;195;31;15;0;1;0
33124;67;35;7;0;1;0
40516;70;21;31;0;1;0
0;112;12;93;0;3;1
34615;87;6;73;0;7;0
29894;72;9;69;4;3;0
0;79;32;2;0;3;0
0;84;32;96;0;4;0
86732;180;0;95;0;1;0
68516;216;17;0;0;1;0
31562;115;14;6;0;3;0
0;74;33;92;0;4;0
24477;79;15;32;0;3;0
0;100;31;80;0;1;0
20046;87;15;59;0;3;0
78152;114;18;35;0;1;0
0;65;7;47;0;2;0
36067;117;30;78;0;3;0
44362;66;15;75;0;2;0
77350;66;11;4;0;1;0
86641;71;17;79;0;6;0
72258;105;8;50;0;4;0
70737;114;25;12;0;4;0
0;159;19;75;0;2;0
0;125;7;99;0;3;0
0;81;10;80;3;3;0
17672;110;28;16;0;1;0
0;173;24;21;0;2;0
47297;115;10;46;4;4;0
57240;83;18;79;0;7;0
28181;109;32;41;0;3;0
31275;66;26;0;0;3;0
0;182;24;45;0;1;0
63774;111;18;63;0;1;1
78441;103;6;73;0;2;0
0;104;19;65;2;1;0
0;76;0;91;0;2;0
0;117;0;65;0;4;0
91423;109;3;71;1;5;0
86933;63;3;64;0;1;0
65255;72;3;65;2;3;0
41533;65;2;46;0;9;0
50097;71;25;81;0;5;0
73858;72;8;59;3;1;0
94943;69;3;22;0;1;0
72685;68;20;97;5;1;0
60184;199;7;44;1;1;0
0;106;29;38;0;1;0
74045;64;23;83;0;1;0
52564;122;33;28;0;2;0
19098;87;35;3;0;1;0
78784;80;33;72;0;1;0
0;65;10;10;0;2;0
29256;63;33;41;0;5;0
77912;71;2;21;1;3;0
45345;72;28;86;0;3;0
25630;86;8;63;0;1;0
22280;68;10;48;0;3;0
0;69;31;25;0;7;0
61567;65;35;78;0;1;0
34644;66;7;36;0;2;0
26991;119;34;65;0;1;0
49746;61;5;88;0;1;0
0;72;8;61;1;2;0
49625;66;29;9;0;1;0
49308;65;7;97;0;1;0
63624;95;10;5;0;5;0
80358;116;19;2;0;1;0
38460;88;15;1;1;1;0
0;64;22;22;0;4;0
0;101;10;48;0;2;0
0;92;3;9;0;1;0
34835;89;1;45;2;9;0
93836;139;1;19;0;2;0
34075;196;8;87;0;1;0
35624;66;6;55;2;2;0
83218;72;6;42;0;1;0
24641;105;12;82;0;1;0
22828;106;11;54;0;2;1
0;71;22;25;0;1;0
28729;90;26;19;3;1;0
72731;65;10;7;0;1;0
59932;71;16;77;1;3;0
54292;67;4;26;0;2;0
0;194;0;22;0;2;0
0;63;22;7;3;1;0
59414;91;23;21;0;3;0
96587;138;31;99;0;1;0
0;111;15;12;0;2;0
0;133;0;59;0;2;0
94362;74;21;96;0;1;0
84488;61;33;71;0;2;0
65085;103;20;55;0;1;0
0;72;35;86;0;2;0
0;69;32;21;0;2;0
0;67;4;44;0;1;0
0;62;1;73;0;3;0
60798;66;21;57;0;1;0
30761;69;16;16;2;2;0
25981;65;33;38;0;1;0
67739;149;4;76;0;2;0
25581;105;9;21;0;1;0
99759;65;12;25;3;2;0
76514;112;19;0;0;3;0
18375;103;8;50;0;1;1
21832;84;29;39;0;3;0
0;117;25;43;0;2;0
95330;113;1;1;0;3;0
0;106;21;25;0;9;0
0;68;31;69;2;2;0
25899;63;20;36;0;1;0
0;74;13;30;0;4;0
33201;66;9;56;0;1;0
18287;61;6;56;4;1;0
76506;89;35;65;0;8;0
41859;76;18;58;0;5;0
27504;91;26;45;0;2;0
45360;73;16;71;0;1;0
49078;97;10;3;0;2;1
0;90;16;66;2;6;0
91810;71;27;43;0;1;0
70600;122;26;5;1;2;0
33554;131;25;36;0;1;0
77642;64;20;14;0;2;0
25963;66;11;35;0;9;0
57452;136;25;10;1;1;0
0;77;15;89;0;1;0
91416;69;4;39;0;5;0
22000;69;27;36;0;1;0
41167;118;16;4;0;1;0
0;70;18;23;0;2;0
0;86;8;37;0;1;0
53944;71;13;20;0;2;0
75648;108;28;10;0;1;1
29414;64;2;32;0;3;0
48567;130;12;15;0;1;1
69276;74;14;22;2;8;0
0;96;6;60;0;1;0
50117;107;13;98;0;4;0
22828;106;11;54;0;2;1
0;96;0;38;0;3;0
0;136;7;34;0;3;0
20868;112;14;11;0;1;0
40921;62;0;50;2;1;0
99654;121;13;95;0;3;0
0;110;16;17;0;5;0
56218;72;17;74;2;1;0
70717;72;20;89;0;5;0
62989;71;3;18;1;2;0
41459;71;8;4;0;2;0
0;102;20;7;1;2;0
42512;105;15;72;1;1;0
0;61;5;90;0;1;0
83288;124;18;70;0;1;0
46267;72;4;73;0;1;0
0;122;15;47;0;9;1
74424;81;26;74;0;9;0
0;72;15;70;0;2;0
58883;62;1;47;0;2;0
41539;116;11;35;0;3;0
33881;68;11;83;0;9;0
86448;90;25;79;0;6;0
25237;69;23;52;0;9;0
0;67;10;75;0;7;0
49419;77;3;34;0;4;0
90414;83;7;49;1;6;0
39930;86;22;64;1;2;0
23202;96;29;59;0;2;0
79487;114;20;87;0;1;1
68423;85;14;81;0;7;0
84495;63;15;61;0;1;0
43091;69;2;36;1;6;0
41951;91;30;56;0;7;0
89834;105;17;14;0;3;0
92157;69;19;33;0;1;0
35773;93;25;89;0;2;0
