Customer Lifetime Value;Coverage;Education;EmploymentStatus;Gender;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
8618.295865;Basic;High School or Below;Employed;F;46379;72;11;57;0;2;No
4957.033603;Basic;College;Employed;F;62803;62;16;12;0;5;No
12255.12414;Premium;Bachelor;Unemployed;M;0;177;0;6;0;7;No
9624.938903;Extended;College;Unemployed;M;0;134;26;88;0;4;No
7080.131872;Extended;Bachelor;Disabled;F;28139;97;31;65;2;3;No
7053.302737;Extended;College;Employed;F;52982;89;8;54;0;3;No
5365.54161;Basic;Bachelor;Employed;F;77095;68;22;59;1;4;No
4306.55935;Basic;College;Employed;F;26322;111;8;94;2;1;No
5970.816921;Extended;College;Medical Leave;F;25125;81;12;91;1;3;No
8879.790017;Basic;High School or Below;Employed;F;52583;113;12;59;0;7;Yes
4458.113369;Basic;Bachelor;Retired;M;17622;65;1;36;1;3;Yes
5565.892477;Basic;Master;Employed;M;90607;70;8;89;0;3;No
5813.242121;Basic;Bachelor;Employed;M;42795;73;2;38;0;4;No
8365.963454;Premium;High School or Below;Disabled;F;27042;110;17;3;0;7;No
7275.921106;Basic;College;Employed;M;27984;62;7;51;1;2;No
15083.78498;Extended;High School or Below;Employed;F;26021;126;6;32;0;2;No
8458.912476;Basic;High School or Below;Disabled;F;25448;71;11;59;0;2;No
8010.968982;Basic;Bachelor;Employed;M;52009;68;20;29;0;2;No
2514.428561;Basic;High School or Below;Medical Leave;F;23504;69;19;56;0;1;No
4112.625047;Basic;High School or Below;Unemployed;M;0;71;16;90;3;9;No
4369.697742;Basic;Master;Employed;M;40774;110;28;59;1;1;No
7356.010439;Extended;College;Employed;M;36812;92;23;98;1;4;No
10656.88195;Extended;Bachelor;Employed;F;72540;88;7;3;0;2;Yes
5365.975978;Basic;Bachelor;Employed;M;51240;70;0;37;2;5;No
6047.02516;Extended;College;Employed;M;20396;76;15;60;1;4;Yes
2885.742441;Basic;High School or Below;Employed;F;35654;72;17;19;0;1;No
2635.148447;Basic;High School or Below;Employed;F;93884;65;7;10;0;1;No
2413.888405;Basic;Bachelor;Unemployed;F;0;68;6;35;0;1;No
8341.929905;Basic;Bachelor;Employed;M;30344;107;29;79;0;9;No
2487.256248;Basic;Bachelor;Employed;F;28738;62;2;95;0;1;No
9212.613275;Basic;High School or Below;Employed;M;70958;115;1;57;0;7;No
16407.66461;Premium;Bachelor;Employed;M;22103;109;16;31;0;2;No
7017.145586;Basic;College;Unemployed;F;0;103;29;91;0;6;No
5481.502923;Basic;Bachelor;Employed;F;70795;68;10;95;0;4;No
10382.38098;Extended;Master;Employed;F;32821;129;35;40;0;4;No
5498.940679;Basic;College;Medical Leave;M;22520;73;17;64;0;3;Yes
4846.322223;Basic;High School or Below;Unemployed;M;0;72;31;75;0;9;No
14718.11779;Extended;College;Employed;M;56263;93;27;31;0;2;No
9656.759549;Basic;Bachelor;Unemployed;M;0;72;17;52;0;2;No
4466.101762;Basic;College;Unemployed;M;0;64;25;33;0;5;No
21423.63723;Basic;Bachelor;Unemployed;M;0;65;9;31;0;2;Yes
2531.73969;Basic;College;Employed;M;31993;66;14;4;1;1;No
8378.357502;Premium;College;Employed;M;40994;106;8;94;0;8;No
5093.007525;Basic;Bachelor;Employed;M;29638;64;19;16;0;8;No
13352.56134;Premium;College;Unemployed;F;0;119;18;65;0;2;No
14206.98091;Basic;College;Disabled;F;26056;73;17;73;0;2;No
10232.85415;Extended;Doctor;Medical Leave;F;22821;131;26;99;0;3;No
15435.68882;Extended;College;Employed;F;84581;96;25;50;0;2;No
8641.046574;Basic;High School or Below;Medical Leave;F;22193;74;13;74;0;2;No
7334.915821;Basic;Bachelor;Employed;M;30969;63;26;79;1;2;No
7462.926263;Extended;College;Employed;F;70263;93;30;66;0;5;Yes
3635.028312;Extended;High School or Below;Employed;M;35056;96;12;52;3;1;No
5525.836623;Basic;College;Employed;M;73435;69;9;25;0;4;No
4335.353131;Premium;High School or Below;Employed;M;86096;108;30;1;0;1;No
4832.117309;Extended;High School or Below;Unemployed;M;0;139;6;9;0;1;No
9267.920019;Basic;Master;Employed;M;55808;116;31;4;0;7;No
14700.49784;Extended;Bachelor;Employed;M;29695;94;34;66;0;2;No
4905.127076;Basic;Bachelor;Employed;F;88043;61;2;43;0;3;No
7289.297853;Extended;College;Employed;M;60875;92;0;84;0;3;No
8478.824155;Extended;Bachelor;Unemployed;M;0;77;25;48;0;2;No
7952.836873;Basic;High School or Below;Unemployed;M;0;118;0;67;0;8;No
2869.997625;Basic;Bachelor;Employed;F;70974;71;15;0;0;1;No
10529.84867;Extended;Bachelor;Employed;F;37518;131;35;91;0;6;No
5497.659883;Basic;College;Employed;M;28128;70;6;52;0;4;No
7090.468528;Extended;Bachelor;Employed;F;45254;93;4;25;3;4;No
26416.25478;Basic;Doctor;Employed;F;85537;108;4;91;0;2;No
2727.682464;Basic;Master;Employed;M;74608;68;11;4;1;1;No
11814.53241;Basic;High School or Below;Employed;F;41004;102;15;26;3;2;No
4090.750678;Premium;Master;Employed;F;38884;102;4;87;0;1;No
5181.620895;Basic;Master;Employed;F;97131;64;5;80;0;6;Yes
6172.392406;Extended;Master;Unemployed;M;0;84;6;93;0;7;No
2487.358049;Basic;College;Employed;M;22331;64;11;12;0;1;No
13094.2046;Basic;Bachelor;Employed;M;37541;109;10;31;0;2;No
4688.459288;Basic;Bachelor;Disabled;F;27357;61;19;48;0;5;No
2703.466256;Basic;Doctor;Unemployed;F;0;72;19;48;0;1;No
11315.20373;Premium;Bachelor;Disabled;F;11885;101;18;39;0;2;Yes
8679.838135;Premium;Bachelor;Employed;F;52717;109;5;60;0;8;No
5979.724161;Extended;High School or Below;Employed;F;57693;76;16;56;0;3;Yes
10996.71336;Basic;High School or Below;Unemployed;F;0;104;29;73;0;2;No
11718.41696;Basic;Bachelor;Employed;F;73903;73;30;39;0;2;No
42462.96794;Premium;Bachelor;Unemployed;F;0;281;16;92;1;2;No
6941.872931;Basic;College;Unemployed;F;0;111;3;73;3;6;No
2551.314013;Basic;College;Employed;M;79452;65;33;75;0;1;No
10656.88195;Extended;Bachelor;Employed;F;72540;88;7;3;0;2;Yes
9333.333631;Basic;College;Employed;F;89513;116;5;12;0;6;No
7507.455372;Basic;College;Employed;M;60920;64;10;61;0;2;Yes
5320.081159;Basic;High School or Below;Employed;F;88669;66;9;18;1;4;No
8609.158215;Basic;Bachelor;Employed;F;79090;107;2;74;0;3;Yes
12298.6863;Basic;High School or Below;Medical Leave;M;17101;113;1;88;0;2;Yes
7285.030983;Basic;High School or Below;Employed;M;44788;61;6;48;0;2;Yes
6714.070698;Extended;Master;Unemployed;M;0;93;8;42;1;3;No
2810.464447;Basic;Bachelor;Employed;M;26790;71;4;41;0;1;Yes
15320.37177;Extended;Bachelor;Employed;M;81955;126;3;21;0;2;No
8488.561363;Basic;High School or Below;Employed;F;80213;70;12;17;0;2;No
2379.195759;Basic;Doctor;Unemployed;M;0;66;3;21;0;1;No
13334.26763;Premium;Bachelor;Employed;M;47950;170;23;86;1;8;No
3123.080994;Basic;Bachelor;Unemployed;M;0;101;1;83;4;1;Yes
2382.706153;Basic;Doctor;Unemployed;M;0;65;8;50;0;1;No
7812.889738;Basic;High School or Below;Employed;M;72353;66;27;15;0;2;No
14024.35839;Premium;High School or Below;Employed;F;81872;115;10;55;0;2;Yes
5334.784887;Basic;Bachelor;Employed;M;74606;68;2;34;0;5;No
9700.35416;Extended;High School or Below;Unemployed;M;0;138;23;54;0;3;No
5703.288862;Basic;High School or Below;Employed;M;41438;72;8;39;0;9;No
4280.747008;Basic;Bachelor;Employed;F;52679;110;25;21;2;1;No
3398.052277;Basic;High School or Below;Unemployed;M;0;101;4;60;0;1;No
11044.10847;Basic;Bachelor;Employed;M;44524;70;28;42;0;2;No
3237.996209;Extended;Master;Employed;M;60244;83;3;72;3;1;Yes
25805.26839;Extended;High School or Below;Employed;M;22711;82;8;74;0;2;No
17497.52201;Basic;College;Unemployed;M;0;73;9;94;0;2;Yes
22261.0224;Basic;Bachelor;Employed;F;50398;71;18;51;0;2;No
9006.598402;Extended;College;Unemployed;M;0;86;19;99;1;2;No
9904.977027;Basic;High School or Below;Unemployed;F;0;66;1;73;0;2;No
7432.203079;Basic;High School or Below;Unemployed;F;0;102;16;34;0;5;No
8150.573759;Premium;Bachelor;Unemployed;M;0;114;11;20;0;3;No
4956.247235;Basic;High School or Below;Employed;M;87197;63;35;45;0;3;No
6537.051379;Basic;Bachelor;Unemployed;M;0;100;22;24;0;3;No
9448.833931;Basic;High School or Below;Employed;F;85221;117;11;42;0;4;No
7519.133631;Extended;High School or Below;Employed;M;96306;95;12;17;1;6;Yes
2409.368488;Basic;Bachelor;Unemployed;F;0;66;3;97;0;1;No
17041.4383;Basic;High School or Below;Disabled;F;22249;64;4;88;0;2;No
4398.047053;Basic;High School or Below;Unemployed;F;0;62;6;62;0;3;No
5470.060561;Extended;Bachelor;Employed;F;54507;138;20;11;0;1;Yes
3173.032243;Premium;College;Unemployed;M;0;101;34;52;4;1;No
13258.17973;Basic;College;Medical Leave;M;20754;184;19;15;0;7;No
13045.37088;Premium;College;Unemployed;F;0;190;21;35;1;7;No
2560.691306;Basic;High School or Below;Employed;M;30027;65;13;10;0;1;No
3387.77901;Extended;Bachelor;Employed;M;23156;88;9;6;2;1;No
6439.330195;Extended;High School or Below;Unemployed;M;0;93;7;85;0;4;No
7078.948599;Extended;College;Employed;M;23222;90;10;66;0;4;No
2417.763236;Basic;College;Unemployed;F;0;65;16;90;0;1;No
20492.7355;Premium;Master;Employed;F;27317;102;30;12;0;2;No
7805.31287;Basic;College;Retired;F;21073;106;25;54;1;3;Yes
22062.54841;Extended;College;Unemployed;M;0;225;26;53;0;2;No
11218.44173;Extended;High School or Below;Employed;F;69268;93;31;20;0;2;No
5427.484591;Basic;High School or Below;Employed;F;74561;68;0;23;1;5;No
2592.437797;Basic;High School or Below;Employed;M;72421;65;8;23;0;1;Yes
2601.351096;Basic;Master;Unemployed;F;0;71;4;18;0;1;No
8433.228985;Basic;Bachelor;Employed;M;57961;72;27;64;0;2;No
2967.670797;Extended;College;Employed;M;35205;76;7;11;0;1;No
5380.091626;Basic;Master;Unemployed;M;0;74;19;41;0;8;No
8059.893671;Basic;High School or Below;Employed;M;72309;68;3;51;0;2;No
8444.840217;Basic;Bachelor;Employed;F;76352;109;17;9;2;4;No
9655.442955;Basic;High School or Below;Unemployed;M;0;100;30;4;2;2;No
8178.235107;Basic;College;Employed;F;29057;102;22;24;0;3;No
2353.179121;Basic;Bachelor;Unemployed;F;0;66;11;73;0;1;No
8058.659713;Basic;Bachelor;Employed;M;25595;101;5;86;0;9;No
8012.365866;Basic;Bachelor;Employed;M;58058;67;28;49;0;2;No
16473.16905;Basic;Bachelor;Retired;M;22828;106;11;54;0;2;Yes
5907.151868;Extended;College;Unemployed;F;0;81;8;47;0;8;No
8257.666512;Basic;Bachelor;Disabled;F;23815;73;4;47;0;2;Yes
4954.292104;Basic;Bachelor;Employed;M;45329;65;13;7;3;4;No
43026.52149;Basic;Master;Employed;M;59349;119;15;41;0;2;No
3794.964613;Premium;College;Retired;M;19794;105;1;78;0;1;No
2537.383207;Basic;Bachelor;Employed;M;92401;64;30;37;0;1;No
8026.04923;Basic;Bachelor;Unemployed;M;0;109;10;20;0;6;No
7786.676381;Extended;College;Employed;F;83000;97;29;76;1;6;No
5256.923177;Basic;College;Employed;F;77693;65;30;15;0;7;No
8256.2978;Basic;Bachelor;Employed;F;62902;69;14;94;0;2;Yes
2453.336242;Basic;Master;Unemployed;M;0;70;5;70;2;1;No
4312.769798;Basic;College;Employed;M;43386;111;17;35;0;1;No
5556.91458;Basic;Bachelor;Medical Leave;M;29120;72;31;77;0;3;No
8693.995589;Basic;Bachelor;Employed;M;48893;110;9;26;0;3;No
11830.95192;Premium;College;Employed;F;92931;146;6;38;0;7;No
4506.485006;Premium;College;Medical Leave;F;15462;115;34;18;0;1;No
4159.593921;Basic;Bachelor;Unemployed;M;0;62;1;64;0;3;No
4462.445111;Basic;College;Employed;M;70088;112;0;33;0;1;No
2515.259002;Basic;College;Employed;M;25558;63;31;11;0;1;No
8007.399376;Basic;High School or Below;Unemployed;F;0;112;12;93;0;3;Yes
9901.278118;Extended;Master;Unemployed;M;0;134;24;51;0;3;No
12282.84085;Premium;Bachelor;Employed;F;36328;155;6;21;0;4;No
44468.02303;Extended;High School or Below;Employed;F;32948;127;20;46;1;2;No
8184.585992;Basic;Bachelor;Employed;M;69114;103;9;68;0;4;No
16007.94954;Extended;High School or Below;Employed;F;45302;133;4;34;0;2;No
6361.845408;Extended;High School or Below;Unemployed;M;0;88;28;23;0;4;No
8736.501241;Basic;College;Employed;F;53173;112;30;57;0;4;No
4334.064096;Extended;Bachelor;Retired;F;23904;123;1;67;3;1;Yes
4376.363592;Premium;Bachelor;Employed;F;63774;111;18;63;0;1;Yes
9294.088719;Basic;College;Employed;M;67544;116;2;15;0;3;No
2543.003943;Basic;College;Employed;M;26691;65;7;51;0;1;No
6582.450781;Basic;High School or Below;Unemployed;F;0;62;3;44;0;2;No
4686.469674;Basic;College;Employed;M;58089;118;31;83;0;1;Yes
14325.15261;Extended;Bachelor;Unemployed;M;0;136;30;75;0;2;No
12743.35175;Basic;Bachelor;Employed;M;99583;64;35;85;0;2;No
2434.08581;Basic;Bachelor;Unemployed;M;0;68;28;65;0;1;No
25107.09812;Basic;Bachelor;Medical Leave;F;24410;73;5;51;0;2;No
13432.00289;Basic;Bachelor;Employed;F;68956;118;12;8;2;2;No
2753.780996;Basic;High School or Below;Unemployed;F;0;73;29;82;0;1;No
8653.302322;Basic;College;Medical Leave;F;20588;113;6;86;0;7;No
7057.888812;Extended;Bachelor;Employed;M;37840;90;31;9;0;4;No
5906.940238;Basic;Bachelor;Employed;F;43440;74;13;52;0;7;No
2937.424534;Basic;Master;Employed;F;83195;73;18;36;1;1;No
4974.235309;Basic;High School or Below;Unemployed;F;0;70;18;74;0;3;No
4268.618821;Basic;High School or Below;Employed;M;43209;110;12;16;0;1;No
4601.913754;Basic;High School or Below;Employed;F;37308;115;2;51;0;1;No
2404.633766;Basic;Master;Disabled;M;22239;62;34;85;0;1;No
7638.442811;Extended;Doctor;Employed;F;66106;95;10;25;1;4;No
4623.624811;Basic;High School or Below;Employed;M;97065;117;10;0;0;1;No
5470.181751;Basic;College;Employed;M;24910;69;12;79;0;3;No
4999.34581;Basic;Master;Employed;M;49414;68;8;82;5;6;No
15956.51879;Extended;High School or Below;Employed;F;61148;132;28;25;0;2;No
9275.681452;Premium;Bachelor;Employed;F;52494;119;5;69;0;7;No
7595.335237;Basic;High School or Below;Retired;M;20538;104;25;64;0;7;No
24258.71383;Extended;High School or Below;Unemployed;M;0;89;35;22;0;2;No
24636.96719;Basic;High School or Below;Employed;M;73716;103;2;91;0;2;No
2810.464447;Basic;Bachelor;Employed;M;26790;71;4;41;0;1;Yes
2337.356699;Basic;Bachelor;Unemployed;M;0;65;31;52;0;1;No
4668.043154;Basic;High School or Below;Employed;M;53252;117;1;76;0;1;No
10972.06778;Extended;Doctor;Employed;M;24164;137;2;40;0;5;Yes
34611.37896;Basic;High School or Below;Employed;F;20090;109;10;59;0;2;Yes
2478.833596;Basic;College;Employed;M;81721;63;11;5;0;1;No
26197.41498;Basic;High School or Below;Disabled;F;18495;113;10;15;0;2;Yes
6282.079645;Extended;Bachelor;Employed;M;42314;80;23;78;0;3;No
10954.38352;Extended;Bachelor;Employed;F;89892;135;9;6;0;9;No
3164.378577;Extended;Bachelor;Unemployed;M;0;92;33;41;1;1;No
7804.597655;Premium;Bachelor;Unemployed;F;0;117;18;84;4;8;No
5207.197499;Basic;Doctor;Employed;F;21576;65;27;16;0;3;No
2886.451602;Extended;High School or Below;Retired;F;10312;78;10;63;0;1;Yes
2483.642397;Basic;College;Employed;F;50632;62;26;42;0;1;No
4896.261605;Extended;High School or Below;Unemployed;F;0;139;5;29;0;1;No
4928.001408;Basic;High School or Below;Employed;M;97917;67;14;32;5;3;No
8759.592518;Basic;College;Medical Leave;M;28280;116;7;55;0;9;No
11281.52451;Extended;High School or Below;Employed;F;86195;139;12;10;0;3;No
4315.6705;Basic;Master;Employed;F;89797;106;19;8;0;1;No
4491.909095;Basic;College;Unemployed;M;0;63;16;5;0;5;No
6745.248379;Basic;High School or Below;Unemployed;M;0;192;1;27;0;1;No
28799.95415;Extended;College;Employed;M;33635;240;1;23;0;2;No
14503.02129;Basic;Bachelor;Medical Leave;M;29790;194;25;49;0;3;No
8270.625331;Basic;High School or Below;Employed;M;44656;70;2;80;0;2;No
12731.95161;Basic;Doctor;Employed;M;40870;105;3;56;0;2;Yes
4167.094538;Basic;College;Unemployed;M;0;117;8;64;0;1;No
10455.48983;Extended;High School or Below;Employed;F;28363;133;0;35;0;3;No
7074.398104;Extended;Bachelor;Employed;F;94508;88;27;54;0;3;No
7046.478698;Basic;High School or Below;Unemployed;M;0;64;24;73;0;2;No
13357.44544;Extended;Doctor;Unemployed;M;0;124;13;1;0;2;No
18708.75831;Extended;College;Unemployed;M;0;77;10;36;1;2;No
8169.334846;Basic;Bachelor;Unemployed;F;0;116;10;99;0;3;No
8583.272854;Premium;High School or Below;Disabled;F;18017;114;23;54;0;9;No
12234.36232;Basic;High School or Below;Unemployed;F;0;117;15;68;0;2;No
7185.673718;Extended;High School or Below;Employed;M;63741;91;25;15;0;6;No
9060.204521;Basic;High School or Below;Employed;F;57078;113;26;13;1;8;No
2336.177331;Basic;High School or Below;Unemployed;F;0;67;21;28;0;1;No
7995.41091;Basic;Bachelor;Employed;F;25239;100;30;59;0;7;No
5897.555427;Basic;High School or Below;Employed;F;29227;74;0;83;0;7;No
3939.00637;Extended;Bachelor;Employed;F;60021;99;12;28;0;1;Yes
2695.352444;Basic;Bachelor;Unemployed;F;0;73;23;59;0;1;No
5459.216794;Basic;High School or Below;Employed;M;83208;68;10;93;0;4;No
10721.61076;Extended;Bachelor;Employed;F;25983;90;32;43;0;2;No
2491.257604;Basic;High School or Below;Medical Leave;F;25965;65;23;27;0;1;Yes
5570.17755;Basic;College;Disabled;F;22679;72;25;32;0;4;No
5100.737803;Basic;High School or Below;Employed;M;41186;70;15;29;4;3;No
7633.821822;Basic;High School or Below;Unemployed;F;0;67;7;4;0;2;No
4656.665064;Basic;College;Employed;M;29070;61;8;99;2;3;No
4363.1982;Basic;Bachelor;Unemployed;F;0;63;13;49;0;7;No
2526.729022;Basic;College;Employed;F;33485;63;6;41;0;1;No
5122.718927;Basic;High School or Below;Employed;F;58206;64;2;56;0;3;No
2483.544888;Basic;High School or Below;Employed;M;87492;62;15;69;0;1;No
3489.276369;Extended;Bachelor;Unemployed;M;0;98;29;37;0;1;No
7325.917302;Premium;Bachelor;Employed;M;20757;102;6;74;3;9;No
4841.057535;Basic;College;Employed;F;23449;61;33;2;0;8;No
19964.39708;Basic;College;Unemployed;M;0;192;35;34;0;2;No
32450.39142;Basic;College;Employed;F;60455;104;20;25;0;2;No
2628.171324;Extended;High School or Below;Unemployed;M;0;89;12;73;4;1;No
3095.627124;Extended;High School or Below;Employed;M;53588;77;10;71;0;1;No
12731.95161;Basic;Doctor;Employed;M;40870;105;3;56;0;2;Yes
2631.564135;Basic;Bachelor;Unemployed;M;0;71;11;68;0;1;No
35984.10457;Extended;High School or Below;Unemployed;F;0;129;2;69;0;2;No
2906.893312;Basic;High School or Below;Employed;F;45128;72;13;34;0;1;No
10628.06415;Extended;Bachelor;Employed;M;90874;137;18;28;4;3;No
7590.961288;Extended;High School or Below;Employed;F;52823;95;7;15;0;5;No
5108.038755;Basic;College;Disabled;M;26784;67;14;82;0;8;No
13989.84697;Basic;College;Employed;M;22354;118;27;9;0;2;No
3115.704933;Extended;College;Employed;M;54420;80;27;0;0;1;No
13369.44267;Basic;College;Employed;F;50800;112;1;45;0;2;No
8621.185568;Extended;College;Unemployed;F;0;87;12;12;1;2;No
10359.01985;Basic;College;Employed;M;84583;65;6;50;0;2;No
3241.838403;Extended;Bachelor;Employed;M;33701;88;14;22;3;1;No
4344.99018;Basic;Bachelor;Unemployed;F;0;63;21;27;0;4;No
5332.462694;Basic;Doctor;Employed;F;68931;66;32;30;0;7;Yes
7692.456014;Premium;College;Unemployed;M;0;105;1;37;0;4;No
26223.81193;Basic;High School or Below;Unemployed;M;0;115;22;15;1;2;No
6930.625422;Premium;College;Employed;M;29318;198;29;96;5;1;No
11610.25439;Basic;College;Employed;F;41503;73;28;69;0;2;No
8937.118615;Extended;High School or Below;Unemployed;M;0;126;16;69;0;8;No
2462.859762;Basic;Bachelor;Unemployed;F;0;69;9;68;0;1;No
2300.691547;Basic;Bachelor;Retired;M;25905;63;21;12;0;1;Yes
4078.023331;Basic;College;Unemployed;F;0;116;18;86;0;1;No
2868.598866;Basic;College;Employed;F;40046;73;10;51;0;1;No
4428.031583;Basic;High School or Below;Employed;F;58577;110;6;62;0;1;Yes
4061.590219;Premium;Bachelor;Employed;M;70129;103;24;57;1;1;No
18504.2801;Extended;Master;Employed;M;91268;229;32;62;0;5;No
4904.894731;Extended;College;Retired;F;12902;139;3;51;0;1;Yes
10827.87278;Extended;High School or Below;Employed;F;62053;134;3;89;0;5;No
5745.121547;Basic;Bachelor;Employed;F;30389;73;34;66;0;4;No
2423.259778;Basic;Bachelor;Medical Leave;M;15585;65;22;24;0;1;No
5926.729379;Extended;College;Retired;M;23091;96;28;90;5;5;Yes
4605.036646;Basic;College;Medical Leave;F;22571;63;29;51;0;9;Yes
2132.771675;Basic;High School or Below;Unemployed;M;0;61;0;62;0;1;No
2643.71574;Extended;College;Unemployed;F;0;82;14;56;3;1;No
5824.224192;Basic;College;Employed;M;73976;73;27;84;0;3;No
6889.6161;Extended;Bachelor;Employed;F;30814;87;8;96;0;3;No
3008.099115;Basic;Bachelor;Employed;F;80681;74;31;12;0;1;No
3286.171949;Extended;High School or Below;Employed;F;60934;82;15;64;0;1;No
13552.77776;Basic;High School or Below;Unemployed;M;0;62;19;3;2;2;No
5166.190278;Basic;College;Employed;F;80797;64;21;47;0;9;No
2945.998877;Basic;College;Employed;M;89410;74;11;50;0;1;No
4863.470811;Extended;Bachelor;Employed;M;52728;127;34;34;1;1;No
4892.617128;Basic;Bachelor;Employed;F;43199;61;23;31;0;3;No
3337.59441;Extended;Bachelor;Employed;F;43510;83;8;75;0;1;No
5246.278375;Basic;Bachelor;Employed;F;28909;66;15;66;0;8;Yes
9031.214859;Extended;Master;Unemployed;F;0;122;15;47;0;9;Yes
3580.076125;Extended;Bachelor;Employed;F;71176;91;3;62;2;1;No
9802.548509;Extended;Bachelor;Employed;M;84429;123;11;2;0;6;No
4825.651946;Basic;Bachelor;Employed;M;61613;61;6;20;1;9;No
3203.303695;Extended;Master;Employed;M;68370;80;0;45;0;1;No
5659.139938;Basic;College;Employed;F;52389;72;29;8;1;9;No
4144.868939;Basic;High School or Below;Employed;F;64478;103;30;92;0;1;No
13770.97618;Premium;High School or Below;Employed;F;59207;116;23;21;0;2;Yes
3716.479655;Extended;High School or Below;Medical Leave;F;17162;96;15;29;0;1;No
3123.080994;Basic;Bachelor;Unemployed;M;0;101;1;83;4;1;Yes
12168.74492;Basic;Bachelor;Retired;M;14973;115;2;75;0;2;Yes
2674.730716;Basic;College;Employed;M;56342;69;12;89;0;1;Yes
12741.84754;Basic;Bachelor;Employed;F;73054;106;34;36;1;2;Yes
4037.547258;Premium;Bachelor;Medical Leave;M;21586;106;6;5;0;1;No
8628.303301;Basic;High School or Below;Unemployed;F;0;117;11;63;0;5;No
22093.61618;Premium;High School or Below;Employed;F;24193;185;26;79;0;2;No
8217.427595;Basic;College;Employed;F;84815;68;9;37;0;2;No
26197.41498;Basic;High School or Below;Disabled;F;18495;113;10;15;0;2;Yes
8110.536059;Basic;Bachelor;Employed;M;36554;70;6;62;1;2;No
4766.367352;Basic;Bachelor;Unemployed;F;0;68;3;36;0;9;No
8819.018934;Basic;High School or Below;Employed;M;99845;110;23;25;1;8;Yes
5171.272924;Basic;College;Unemployed;F;0;69;13;90;0;3;No
3896.572719;Basic;Bachelor;Medical Leave;M;10853;104;11;18;0;1;No
6005.027312;Extended;Master;Medical Leave;F;23749;77;20;6;0;4;No
6869.185344;Basic;College;Unemployed;F;0;69;18;71;2;2;No
3054.541283;Extended;Bachelor;Unemployed;M;0;88;29;19;0;1;No
4874.216555;Basic;College;Employed;M;92783;61;1;47;0;6;No
2747.429661;Basic;Doctor;Employed;F;83502;68;25;36;0;1;No
8717.049833;Basic;College;Employed;M;83846;74;22;94;3;2;Yes
4099.659085;Basic;High School or Below;Medical Leave;F;18606;110;12;45;1;1;No
8189.967712;Basic;Doctor;Employed;M;72191;68;19;48;0;2;No
5225.03143;Basic;College;Employed;M;57733;66;24;66;0;5;No
7949.28426;Extended;Doctor;Employed;M;63688;99;28;93;0;6;No
3135.405606;Extended;College;Employed;F;55855;79;10;71;0;1;No
3939.00637;Extended;Bachelor;Employed;F;60021;99;12;28;0;1;Yes
5325.724541;Basic;High School or Below;Unemployed;M;0;73;17;44;0;7;Yes
19483.24011;Extended;High School or Below;Employed;M;74300;122;23;38;0;2;No
3459.230941;Extended;Bachelor;Unemployed;M;0;96;6;8;0;1;No
17103.79173;Basic;High School or Below;Employed;F;51747;71;8;71;0;2;No
2753.312714;Basic;High School or Below;Employed;F;28887;73;16;15;2;1;No
12866.89474;Basic;High School or Below;Unemployed;M;0;189;24;93;0;6;No
4420.248983;Basic;Bachelor;Unemployed;F;0;68;0;93;3;5;No
2756.472584;Basic;High School or Below;Employed;M;43540;70;29;60;0;1;No
7743.918426;Basic;Bachelor;Employed;F;96961;64;24;99;0;2;No
8169.746083;Basic;College;Employed;F;32799;104;7;27;0;3;No
3569.864625;Basic;Bachelor;Unemployed;F;0;101;12;38;0;1;No
10656.88195;Extended;Bachelor;Employed;F;72540;88;7;3;0;2;Yes
7092.635635;Premium;Master;Employed;M;35173;180;24;9;2;1;No
2777.341885;Basic;High School or Below;Employed;F;65431;69;7;90;0;1;No
7550.41865;Basic;High School or Below;Unemployed;F;0;100;20;48;0;6;No
4727.354548;Basic;Bachelor;Unemployed;M;0;72;23;7;0;3;No
14274.55485;Extended;High School or Below;Unemployed;M;0;84;35;42;0;2;No
9559.340024;Extended;High School or Below;Employed;F;40672;121;28;99;0;3;No
8879.790017;Basic;High School or Below;Employed;F;52583;113;12;59;0;7;Yes
5525.470004;Basic;College;Employed;F;64816;69;30;33;0;7;No
5923.208;Basic;Bachelor;Employed;F;36685;74;15;25;0;5;No
8501.652884;Extended;High School or Below;Unemployed;M;0;136;20;98;3;6;No
40235.9731;Extended;Master;Employed;F;77143;125;5;49;3;2;No
2584.824329;Basic;Master;Employed;M;60942;64;11;56;0;1;No
19278.81715;Basic;High School or Below;Unemployed;F;0;61;12;77;0;2;No
11981.98481;Basic;Master;Retired;F;21514;62;0;59;0;2;Yes
3933.813993;Basic;High School or Below;Employed;M;25927;103;6;20;0;1;Yes
2491.257604;Basic;High School or Below;Medical Leave;F;25965;65;23;27;0;1;Yes
7431.664369;Extended;Bachelor;Employed;F;27688;92;8;86;0;9;No
7865.182898;Extended;High School or Below;Employed;F;75490;97;33;20;0;7;No
15978.91049;Extended;Bachelor;Employed;F;33871;136;2;23;0;2;No
2113.85703;Basic;College;Unemployed;F;0;65;27;37;2;1;No
8661.735884;Basic;College;Employed;M;85470;109;23;31;0;6;No
5625.307768;Basic;College;Employed;M;97095;70;4;8;0;5;No
4592.150374;Basic;College;Employed;F;73604;114;15;89;0;1;No
3709.919724;Basic;Bachelor;Unemployed;M;0;112;13;33;0;1;No
