Id;age;years_of_experience;lesson_price;qualification;physics;chemistry;biology;english;geography;history;mean_exam_points
5917;54.0;1.0;1500.0;1.0;No;No;Yes;No;No;No;36.0
5918;30.0;2.0;2950.0;3.0;No;No;No;No;No;No;85.0
5919;49.0;0.0;1350.0;1.0;Yes;No;No;No;No;No;66.0
5920;44.0;1.0;1200.0;2.0;No;No;No;No;Yes;No;51.0
5921;56.0;3.0;1550.0;1.0;No;No;No;No;No;No;58.0
5922;45.0;1.0;1450.0;2.0;Yes;No;No;No;No;No;54.0
5923;48.0;1.0;1750.0;2.0;No;No;No;No;No;No;68.0
5924;32.0;4.0;1950.0;2.0;Yes;No;No;No;No;No;69.0
5925;34.0;0.0;1400.0;1.0;No;No;No;No;No;No;64.0
5926;42.0;1.0;2150.0;2.0;Yes;No;No;No;No;No;74.0
5927;54.0;2.0;1650.0;2.0;No;No;No;No;No;No;63.0
5928;53.0;0.0;1500.0;2.0;Yes;No;Yes;No;No;No;58.0
5929;48.0;4.0;2900.0;3.0;Yes;No;No;No;No;No;82.0
5930;52.0;0.0;1350.0;1.0;No;No;No;No;No;No;63.0
5931;44.0;1.0;2200.0;3.0;Yes;No;No;No;No;No;89.0
5932;46.0;2.0;2250.0;3.0;No;No;No;No;No;No;77.0
5933;58.0;1.0;2050.0;3.0;Yes;No;No;No;No;No;83.0
5934;49.0;2.0;1100.0;1.0;Yes;Yes;No;No;No;No;54.0
5935;52.0;2.0;1350.0;1.0;No;No;No;No;No;No;49.0
5936;47.0;0.0;2200.0;2.0;No;No;No;No;No;No;66.0
5937;50.0;0.0;1500.0;2.0;No;No;No;No;No;No;61.0
5938;46.0;5.0;1700.0;2.0;No;No;No;No;No;No;57.0
5939;40.0;0.0;1500.0;2.0;Yes;Yes;No;No;No;No;57.0
5940;49.0;3.0;1400.0;1.0;No;No;No;No;No;No;59.0
5941;55.0;0.0;1250.0;1.0;No;No;No;No;No;No;48.0
5942;61.0;1.0;2050.0;3.0;No;No;No;No;No;No;80.0
5943;34.0;0.0;1550.0;1.0;Yes;No;No;No;No;No;45.0
5944;51.0;1.0;1300.0;1.0;Yes;Yes;No;No;Yes;No;78.0
5945;41.0;1.0;1650.0;2.0;No;No;No;No;No;No;49.0
5946;44.0;3.0;1050.0;1.0;No;No;No;No;No;No;49.0
5947;59.0;3.0;1900.0;2.0;No;No;No;No;No;No;68.0
5948;38.0;1.0;1300.0;1.0;No;No;No;No;No;No;56.0
5949;47.0;1.0;2200.0;2.0;Yes;No;No;No;No;No;77.0
5950;52.0;3.0;2150.0;2.0;Yes;Yes;No;No;No;No;75.0
5951;61.0;0.0;1750.0;2.0;No;No;No;No;No;No;65.0
5952;43.0;2.0;1550.0;1.0;No;No;No;No;No;No;65.0
5953;48.0;0.0;2200.0;3.0;Yes;Yes;Yes;No;No;No;93.0
5954;44.0;4.0;2050.0;3.0;Yes;No;No;No;No;No;79.0
5955;36.0;0.0;1250.0;1.0;No;No;No;No;No;No;46.0
5956;39.0;6.0;950.0;1.0;No;No;No;No;No;No;63.0
5957;40.0;2.0;2200.0;2.0;No;No;No;No;No;No;67.0
5958;34.0;2.0;1350.0;1.0;No;No;No;No;No;No;53.0
5959;33.0;3.0;1150.0;1.0;No;No;No;No;No;No;48.0
5960;44.0;2.0;1250.0;1.0;No;No;No;No;No;No;68.0
5961;43.0;2.0;1800.0;2.0;No;No;No;No;No;No;62.0
5962;40.0;3.0;1950.0;3.0;No;No;No;No;No;No;75.0
5963;45.0;0.0;1400.0;2.0;No;No;No;No;No;No;60.0
5964;39.0;1.0;1400.0;1.0;No;Yes;No;No;No;No;65.0
5965;44.0;3.0;1650.0;2.0;No;No;No;No;Yes;No;68.0
5966;38.0;3.0;1050.0;2.0;No;No;No;No;No;No;67.0
5967;53.0;0.0;1150.0;1.0;No;No;No;No;No;No;58.0
5968;53.0;3.0;1300.0;1.0;No;No;No;No;No;No;64.0
5969;42.0;1.0;1200.0;1.0;Yes;No;No;No;No;No;50.0
5970;49.0;2.0;1500.0;1.0;Yes;No;No;No;No;No;70.0
5971;49.0;0.0;1500.0;1.0;Yes;No;No;No;No;No;46.0
5972;42.0;3.0;1350.0;2.0;No;No;No;No;No;No;57.0
5973;39.0;4.0;1050.0;1.0;No;No;No;Yes;No;No;47.0
5974;55.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;64.0
5975;53.0;2.0;1100.0;1.0;No;No;Yes;No;No;No;52.0
5976;44.0;0.0;1500.0;2.0;No;No;No;No;No;No;51.0
5977;51.0;1.0;1550.0;2.0;No;No;No;No;No;No;66.0
5978;36.0;0.0;1300.0;1.0;No;No;No;No;No;No;63.0
5979;42.0;4.0;1350.0;1.0;No;No;No;No;No;No;59.0
5980;53.0;6.0;2600.0;3.0;Yes;No;No;No;No;No;92.0
5981;43.0;2.0;1250.0;1.0;No;No;No;No;No;No;64.0
5982;38.0;2.0;1450.0;1.0;No;No;No;No;No;No;39.0
5983;50.0;5.0;2550.0;2.0;No;No;No;No;No;No;85.0
5984;36.0;0.0;1500.0;1.0;Yes;No;No;No;No;No;45.0
5985;44.0;3.0;850.0;1.0;No;No;No;No;No;No;50.0
5986;44.0;0.0;1550.0;1.0;No;No;No;No;Yes;No;35.0
5987;42.0;2.0;1900.0;2.0;No;No;No;No;No;No;72.0
5988;41.0;0.0;1350.0;1.0;Yes;No;No;No;No;No;67.0
5989;58.0;2.0;1200.0;1.0;No;No;No;No;No;No;50.0
5990;52.0;3.0;1400.0;1.0;No;No;No;No;No;No;69.0
5991;49.0;2.0;1750.0;2.0;Yes;No;No;No;No;No;70.0
5992;57.0;0.0;1250.0;1.0;No;Yes;No;No;No;No;49.0
5993;46.0;4.0;3000.0;3.0;No;No;No;No;No;No;90.0
5994;62.0;2.0;2450.0;3.0;Yes;No;No;No;No;No;81.0
5995;41.0;0.0;1450.0;2.0;Yes;No;No;No;No;No;57.0
5996;60.0;0.0;1750.0;2.0;Yes;No;No;No;No;No;69.0
5997;60.0;2.0;1200.0;2.0;No;No;Yes;No;No;No;60.0
5998;29.0;3.0;1300.0;1.0;No;No;Yes;No;No;No;56.0
5999;46.0;4.0;2750.0;3.0;Yes;No;No;No;No;No;84.0
6000;47.0;0.0;1400.0;1.0;No;No;Yes;No;No;No;57.0
6001;58.0;7.0;2950.0;3.0;No;No;No;No;No;No;86.0
6002;49.0;0.0;1450.0;2.0;Yes;No;No;No;No;No;62.0
6003;41.0;3.0;2200.0;3.0;Yes;Yes;No;No;No;No;80.0
6004;28.0;4.0;1400.0;1.0;No;No;Yes;No;No;No;54.0
6005;53.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;73.0
6006;50.0;1.0;1550.0;2.0;No;No;No;Yes;No;No;57.0
6007;46.0;1.0;2250.0;3.0;No;No;No;No;No;No;85.0
6008;46.0;2.0;1550.0;2.0;No;No;No;No;No;No;57.0
6009;50.0;2.0;1350.0;1.0;No;No;No;No;No;No;51.0
6010;55.0;2.0;1700.0;1.0;Yes;No;No;No;No;No;69.0
6011;39.0;4.0;1800.0;1.0;No;No;No;No;No;No;67.0
6012;60.0;4.0;1500.0;1.0;No;Yes;No;No;No;No;55.0
6013;43.0;4.0;3050.0;3.0;No;Yes;Yes;No;No;No;86.0
6014;44.0;0.0;1500.0;1.0;No;No;No;No;No;No;46.0
6015;46.0;1.0;2150.0;2.0;No;No;No;No;No;No;68.0
6016;63.0;2.0;1500.0;2.0;Yes;No;No;No;No;No;57.0
6017;29.0;1.0;2150.0;3.0;No;No;No;No;No;No;73.0
6018;50.0;2.0;1200.0;1.0;No;No;Yes;No;Yes;No;57.0
6019;45.0;4.0;1650.0;2.0;No;Yes;No;No;No;No;70.0
6020;43.0;4.0;1650.0;1.0;Yes;No;No;No;No;No;46.0
6021;45.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;75.0
6022;40.0;4.0;1150.0;1.0;Yes;No;No;Yes;No;No;65.0
6023;45.0;3.0;1300.0;1.0;No;No;No;No;No;No;63.0
6024;42.0;2.0;1150.0;1.0;Yes;No;No;No;No;No;63.0
6025;29.0;3.0;2350.0;3.0;No;No;No;No;No;No;81.0
6026;35.0;1.0;1450.0;1.0;No;No;No;No;No;No;63.0
6027;44.0;4.0;2950.0;3.0;No;No;Yes;No;No;No;83.0
6028;67.0;0.0;1450.0;1.0;No;No;No;No;No;No;61.0
6029;46.0;1.0;1250.0;1.0;Yes;No;No;No;No;No;51.0
6030;43.0;4.0;3000.0;3.0;No;No;No;No;No;No;81.0
6031;54.0;6.0;3300.0;3.0;No;No;No;No;No;No;87.0
6032;45.0;0.0;1500.0;2.0;No;Yes;No;No;No;No;58.0
6033;58.0;1.0;1450.0;1.0;No;Yes;No;No;No;No;56.0
6034;46.0;4.0;1250.0;1.0;Yes;Yes;No;Yes;No;No;45.0
6035;50.0;5.0;1250.0;2.0;No;No;Yes;No;No;No;63.0
6036;56.0;1.0;2300.0;3.0;Yes;No;No;No;No;No;80.0
6037;34.0;0.0;1550.0;1.0;No;No;No;No;No;No;39.0
6038;47.0;1.0;2250.0;2.0;No;No;Yes;No;No;No;71.0
6039;41.0;3.0;2650.0;3.0;No;No;No;No;No;No;87.0
6040;39.0;3.0;1300.0;1.0;No;No;No;No;No;No;57.0
6041;38.0;2.0;1350.0;1.0;Yes;No;No;Yes;No;No;66.0
6042;43.0;1.0;2150.0;2.0;No;No;No;No;No;No;75.0
6043;44.0;2.0;2200.0;3.0;No;No;Yes;No;No;No;85.0
6044;41.0;2.0;1550.0;2.0;Yes;No;No;No;No;No;64.0
6045;29.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;62.0
6046;43.0;2.0;1800.0;1.0;Yes;No;No;Yes;No;No;44.0
6047;31.0;5.0;2850.0;2.0;No;No;No;Yes;No;No;75.0
6048;54.0;0.0;1300.0;1.0;Yes;No;No;No;No;No;69.0
6049;46.0;0.0;2200.0;3.0;Yes;Yes;No;No;No;No;92.0
6050;46.0;2.0;1200.0;1.0;Yes;Yes;No;No;No;No;61.0
6051;43.0;4.0;3150.0;3.0;Yes;No;No;No;No;No;91.0
6052;40.0;2.0;1150.0;1.0;Yes;No;No;No;No;No;51.0
6053;53.0;0.0;2150.0;2.0;No;No;Yes;No;No;No;70.0
6054;49.0;5.0;2650.0;3.0;Yes;No;No;No;No;No;90.0
6055;37.0;4.0;1750.0;1.0;Yes;No;No;No;No;No;70.0
6056;50.0;5.0;2750.0;3.0;No;No;No;No;No;No;81.0
6057;32.0;3.0;1450.0;2.0;Yes;No;Yes;No;No;No;74.0
6058;40.0;0.0;1400.0;1.0;No;No;No;No;No;No;54.0
6059;49.0;0.0;2250.0;3.0;Yes;No;No;No;No;No;85.0
6060;45.0;1.0;2250.0;2.0;No;No;No;No;No;No;69.0
6061;57.0;4.0;1700.0;2.0;No;No;No;No;No;No;57.0
6062;47.0;2.0;1400.0;1.0;Yes;No;No;No;No;No;58.0
6063;49.0;1.0;1450.0;1.0;No;Yes;No;No;No;No;67.0
6064;47.0;1.0;1150.0;1.0;No;No;No;No;No;No;57.0
6065;41.0;3.0;3200.0;3.0;Yes;No;No;Yes;No;No;89.0
6066;47.0;0.0;1750.0;2.0;Yes;No;No;No;Yes;No;73.0
6067;49.0;5.0;2350.0;3.0;No;No;No;No;No;No;89.0
6068;53.0;5.0;3350.0;3.0;No;No;No;No;No;No;83.0
6069;62.0;0.0;2200.0;2.0;No;No;No;No;No;No;72.0
6070;42.0;3.0;1050.0;1.0;Yes;No;Yes;No;No;No;64.0
6071;41.0;0.0;1200.0;1.0;Yes;Yes;No;No;No;No;60.0
6072;46.0;4.0;3050.0;3.0;Yes;No;No;No;No;No;84.0
6073;42.0;2.0;1400.0;1.0;Yes;No;Yes;No;No;No;70.0
6074;45.0;2.0;1500.0;1.0;No;No;No;No;No;No;40.0
6075;45.0;3.0;800.0;2.0;No;No;No;No;No;No;55.0
6076;43.0;0.0;1200.0;1.0;No;No;No;No;No;No;51.0
6077;38.0;4.0;2250.0;2.0;Yes;No;Yes;No;No;No;80.0
6078;37.0;4.0;1800.0;1.0;Yes;No;No;No;No;No;58.0
6079;44.0;3.0;900.0;1.0;Yes;No;No;No;No;No;59.0
6080;42.0;0.0;1400.0;1.0;No;No;Yes;No;No;No;59.0
6081;49.0;4.0;1300.0;2.0;No;No;No;No;No;No;57.0
6082;48.0;2.0;1700.0;2.0;No;No;No;Yes;Yes;No;64.0
6083;44.0;0.0;1500.0;2.0;No;No;Yes;No;No;No;56.0
6084;47.0;6.0;1800.0;2.0;No;No;No;No;No;No;70.0
6085;44.0;2.0;1750.0;2.0;No;No;No;No;No;No;63.0
6086;54.0;4.0;1700.0;2.0;No;No;No;No;No;No;65.0
6087;45.0;0.0;1250.0;1.0;Yes;No;Yes;No;No;No;53.0
6088;33.0;3.0;1800.0;2.0;Yes;Yes;No;No;No;No;68.0
6089;51.0;0.0;1500.0;1.0;No;No;No;Yes;No;No;42.0
6090;47.0;1.0;1200.0;1.0;Yes;No;No;No;No;No;65.0
6091;52.0;5.0;1350.0;1.0;No;No;No;No;No;No;58.0
6092;54.0;1.0;1300.0;1.0;Yes;No;No;No;No;No;54.0
6093;41.0;1.0;1150.0;1.0;No;No;No;No;No;No;49.0
6094;55.0;1.0;1350.0;1.0;Yes;No;No;No;No;No;55.0
6095;37.0;1.0;1150.0;1.0;Yes;No;No;No;No;No;50.0
6096;43.0;1.0;1800.0;2.0;Yes;No;No;No;No;No;67.0
6097;42.0;2.0;1600.0;1.0;No;No;No;No;No;No;38.0
6098;38.0;0.0;1750.0;2.0;No;Yes;Yes;No;No;No;71.0
6099;36.0;2.0;2750.0;3.0;Yes;No;No;No;No;No;92.0
6100;46.0;0.0;1750.0;2.0;Yes;No;No;No;No;No;67.0
6101;58.0;4.0;1450.0;2.0;No;No;No;No;No;No;55.0
6102;50.0;1.0;2350.0;2.0;No;No;No;No;No;No;72.0
6103;48.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;82.0
6104;47.0;5.0;3700.0;3.0;No;Yes;No;No;No;No;89.0
6105;48.0;2.0;1450.0;1.0;No;No;Yes;No;No;Yes;41.0
6106;28.0;3.0;1050.0;1.0;No;No;No;No;No;No;43.0
6107;56.0;2.0;2250.0;3.0;Yes;No;No;No;No;No;86.0
6108;42.0;0.0;1300.0;1.0;No;No;No;No;No;No;63.0
6109;44.0;2.0;1400.0;1.0;Yes;No;No;No;No;No;61.0
6110;42.0;2.0;1900.0;2.0;Yes;No;No;No;No;No;73.0
6111;45.0;4.0;1050.0;1.0;No;No;No;No;No;No;58.0
6112;51.0;0.0;1150.0;1.0;No;No;No;No;No;No;50.0
6113;38.0;2.0;1050.0;1.0;No;No;Yes;No;No;No;54.0
6114;31.0;3.0;2050.0;3.0;No;No;No;No;No;No;86.0
6115;42.0;3.0;900.0;1.0;No;No;No;Yes;No;No;51.0
6116;47.0;2.0;1350.0;1.0;No;No;No;No;No;No;56.0
6117;55.0;6.0;2450.0;3.0;No;No;No;Yes;No;No;87.0
6118;46.0;4.0;1250.0;2.0;No;No;No;No;No;No;61.0
6119;59.0;0.0;2200.0;3.0;No;No;No;No;Yes;No;84.0
6120;58.0;1.0;1200.0;1.0;No;Yes;No;No;No;No;64.0
6121;50.0;2.0;1650.0;2.0;No;No;No;No;Yes;No;67.0
6122;42.0;4.0;2250.0;3.0;Yes;No;No;No;No;No;90.0
6123;41.0;0.0;1700.0;2.0;No;No;Yes;No;No;No;62.0
6124;57.0;0.0;1450.0;2.0;No;No;No;No;No;No;48.0
6125;47.0;5.0;350.0;1.0;No;No;No;No;No;No;53.0
6126;50.0;3.0;1650.0;2.0;No;No;No;No;Yes;No;65.0
6127;47.0;1.0;1300.0;1.0;Yes;No;No;No;No;No;58.0
6128;42.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;55.0
6129;54.0;1.0;1450.0;1.0;Yes;No;No;No;No;No;62.0
6130;56.0;0.0;1500.0;1.0;No;Yes;No;No;No;No;46.0
6131;45.0;1.0;1500.0;2.0;Yes;No;No;No;No;No;65.0
6132;49.0;0.0;1200.0;1.0;Yes;No;Yes;No;No;No;60.0
6133;48.0;2.0;1400.0;1.0;No;Yes;No;No;No;No;46.0
6134;57.0;3.0;1800.0;2.0;No;No;No;No;No;No;71.0
6135;23.0;4.0;1400.0;1.0;No;No;No;No;No;No;59.0
6136;38.0;3.0;1750.0;1.0;Yes;No;No;No;No;No;47.0
6137;42.0;4.0;1150.0;1.0;No;No;No;No;No;No;52.0
6138;46.0;0.0;1200.0;1.0;No;No;No;No;No;No;48.0
6139;42.0;0.0;2250.0;3.0;No;No;No;Yes;No;Yes;76.0
6140;49.0;1.0;1050.0;1.0;Yes;No;No;No;No;No;61.0
6141;38.0;0.0;2250.0;3.0;No;No;No;No;No;No;73.0
6142;44.0;1.0;2350.0;3.0;No;No;No;No;No;No;83.0
6143;57.0;6.0;1750.0;2.0;Yes;No;No;No;No;No;56.0
6144;43.0;0.0;1550.0;1.0;No;No;No;No;No;No;44.0
6145;55.0;5.0;2400.0;2.0;No;No;No;No;No;No;59.0
6146;48.0;4.0;1800.0;1.0;Yes;No;No;No;No;No;42.0
6147;48.0;3.0;1500.0;1.0;No;No;No;No;No;No;42.0
6148;36.0;1.0;1250.0;1.0;No;No;No;No;No;No;53.0
6149;38.0;3.0;2650.0;3.0;No;No;Yes;No;No;No;83.0
6150;32.0;4.0;1250.0;1.0;No;No;Yes;No;No;No;54.0
6151;50.0;6.0;1600.0;1.0;No;No;No;No;No;No;42.0
6152;35.0;0.0;1500.0;2.0;No;No;No;No;No;No;57.0
6153;27.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;57.0
6154;31.0;2.0;1250.0;1.0;Yes;No;No;No;No;No;61.0
6155;42.0;4.0;2250.0;3.0;No;No;No;No;No;No;80.0
6156;59.0;1.0;1550.0;1.0;No;Yes;Yes;No;No;No;37.0
6157;55.0;2.0;1450.0;1.0;No;No;No;No;No;No;61.0
6158;38.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;60.0
6159;32.0;2.0;2700.0;3.0;Yes;No;No;No;No;No;86.0
6160;57.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;54.0
6161;51.0;4.0;2000.0;1.0;No;No;No;No;No;No;35.0
6162;54.0;6.0;1400.0;2.0;No;No;Yes;No;No;No;57.0
6163;48.0;0.0;1550.0;1.0;Yes;No;No;No;No;No;44.0
6164;57.0;3.0;1100.0;1.0;Yes;No;No;No;No;No;66.0
6165;41.0;0.0;1300.0;1.0;No;No;Yes;No;No;No;64.0
6166;49.0;1.0;1100.0;1.0;No;Yes;No;Yes;No;No;46.0
6167;40.0;3.0;2750.0;4.0;No;No;No;No;No;No;92.0
6168;40.0;2.0;1350.0;2.0;No;No;No;No;No;No;53.0
6169;47.0;4.0;2250.0;3.0;No;No;No;No;No;No;81.0
6170;37.0;3.0;1000.0;1.0;No;No;No;No;No;No;53.0
6171;47.0;4.0;2550.0;3.0;Yes;No;No;No;No;No;91.0
6172;41.0;0.0;1300.0;1.0;Yes;No;No;No;No;No;70.0
6173;34.0;3.0;1200.0;1.0;No;No;No;No;No;No;58.0
6174;36.0;2.0;1100.0;1.0;No;No;Yes;No;No;No;50.0
6175;48.0;3.0;1350.0;2.0;Yes;Yes;No;No;No;No;67.0
6176;39.0;2.0;1350.0;1.0;No;No;Yes;Yes;No;No;65.0
6177;46.0;1.0;1450.0;2.0;No;Yes;No;No;No;No;55.0
6178;49.0;5.0;1650.0;3.0;Yes;No;No;No;No;No;90.0
6179;55.0;0.0;2200.0;2.0;No;No;No;No;No;No;73.0
6180;45.0;0.0;1550.0;1.0;No;No;No;No;No;No;43.0
6181;45.0;4.0;2800.0;3.0;No;Yes;No;No;No;No;85.0
6182;51.0;1.0;2100.0;2.0;No;No;No;No;No;No;73.0
6183;43.0;3.0;1700.0;1.0;No;No;No;No;No;No;67.0
6184;34.0;0.0;1450.0;2.0;No;No;No;No;No;No;57.0
6185;52.0;4.0;850.0;1.0;Yes;No;No;No;No;No;62.0
6186;54.0;4.0;1650.0;1.0;No;No;No;No;No;No;56.0
6187;53.0;2.0;1250.0;1.0;Yes;No;No;No;No;No;67.0
6188;51.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;88.0
6189;39.0;2.0;1350.0;2.0;No;Yes;No;No;No;No;57.0
6190;50.0;5.0;1350.0;1.0;No;No;No;No;No;No;64.0
6191;56.0;6.0;3450.0;3.0;No;No;No;No;No;No;82.0
6192;47.0;6.0;2250.0;1.0;Yes;No;No;No;No;No;76.0
6193;40.0;1.0;1600.0;2.0;No;No;No;No;No;No;58.0
6194;27.0;2.0;1650.0;1.0;Yes;No;No;No;No;No;44.0
6195;47.0;3.0;1950.0;3.0;No;No;No;Yes;No;No;77.0
6196;50.0;0.0;1550.0;1.0;Yes;No;No;No;No;No;41.0
6197;34.0;6.0;2050.0;2.0;No;No;Yes;No;No;No;70.0
6198;50.0;0.0;1250.0;1.0;Yes;No;No;Yes;No;No;50.0
6199;39.0;3.0;2800.0;3.0;Yes;No;No;No;No;No;90.0
6200;41.0;0.0;1200.0;1.0;No;No;No;No;No;No;45.0
6201;58.0;6.0;2600.0;3.0;No;No;No;No;No;No;81.0
6202;57.0;5.0;2200.0;2.0;Yes;No;No;No;No;No;92.0
6203;52.0;3.0;2250.0;3.0;Yes;No;No;No;No;No;73.0
6204;59.0;0.0;1300.0;1.0;No;No;No;No;No;No;66.0
6205;45.0;2.0;2050.0;2.0;No;No;No;No;No;No;74.0
6206;48.0;1.0;1450.0;2.0;Yes;No;Yes;No;No;No;64.0
6207;48.0;0.0;1450.0;1.0;No;No;No;No;No;No;55.0
6208;46.0;3.0;1450.0;2.0;Yes;No;No;No;No;No;59.0
6209;36.0;2.0;2050.0;2.0;No;No;No;No;No;No;66.0
6210;42.0;2.0;1150.0;1.0;Yes;No;No;No;No;No;57.0
6211;46.0;1.0;1300.0;1.0;Yes;Yes;Yes;No;No;No;59.0
6212;47.0;1.0;1650.0;1.0;No;No;No;No;No;No;40.0
6213;33.0;0.0;1400.0;1.0;Yes;Yes;No;No;No;No;68.0
6214;31.0;4.0;1500.0;2.0;Yes;No;No;No;No;No;61.0
6215;45.0;3.0;2400.0;2.0;Yes;No;No;Yes;No;No;76.0
6216;58.0;0.0;1500.0;1.0;Yes;Yes;No;No;No;No;48.0
6217;47.0;2.0;2450.0;3.0;Yes;No;No;No;No;No;90.0
6218;40.0;1.0;1250.0;1.0;Yes;No;Yes;No;No;No;62.0
6219;48.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;76.0
6220;47.0;4.0;1700.0;1.0;No;No;No;No;No;No;48.0
6221;55.0;2.0;2150.0;3.0;No;No;No;No;No;No;84.0
6222;31.0;0.0;1700.0;2.0;No;No;No;No;No;No;68.0
6223;60.0;2.0;1100.0;1.0;No;No;No;No;No;No;68.0
6224;47.0;3.0;1500.0;2.0;Yes;No;No;No;No;No;73.0
6225;38.0;0.0;1700.0;2.0;No;No;No;No;No;No;62.0
6226;44.0;4.0;2600.0;3.0;No;No;No;No;No;No;87.0
6227;48.0;4.0;2450.0;2.0;Yes;No;No;No;No;No;81.0
6228;38.0;0.0;2150.0;2.0;No;No;No;No;No;No;66.0
6229;39.0;0.0;1450.0;2.0;Yes;Yes;No;No;Yes;No;66.0
6230;47.0;2.0;1450.0;1.0;No;No;No;No;No;No;64.0
6231;47.0;0.0;1500.0;1.0;No;No;No;No;No;No;36.0
6232;47.0;2.0;1400.0;1.0;No;No;No;No;No;No;56.0
6233;56.0;0.0;2250.0;3.0;No;No;No;No;No;No;80.0
6234;33.0;0.0;1200.0;1.0;No;Yes;No;No;No;No;54.0
6235;42.0;0.0;1300.0;1.0;No;No;No;No;No;No;65.0
6236;48.0;6.0;2300.0;1.0;Yes;Yes;No;No;No;No;64.0
6237;44.0;0.0;2200.0;3.0;No;No;No;No;No;No;80.0
6238;31.0;3.0;1100.0;1.0;No;No;Yes;No;No;No;57.0
6239;40.0;0.0;1450.0;1.0;No;No;No;No;No;No;61.0
6240;45.0;2.0;1050.0;1.0;Yes;No;No;No;No;No;65.0
6241;38.0;3.0;3050.0;3.0;No;No;No;No;No;No;82.0
6242;50.0;6.0;2850.0;3.0;No;Yes;No;No;No;No;93.0
6243;57.0;0.0;1500.0;2.0;Yes;No;No;Yes;Yes;No;62.0
6244;68.0;0.0;2150.0;2.0;No;No;Yes;No;No;No;67.0
6245;52.0;4.0;3200.0;3.0;No;No;No;No;No;No;90.0
6246;45.0;0.0;2200.0;3.0;No;No;No;No;No;No;79.0
6247;45.0;4.0;1650.0;1.0;No;No;No;No;No;No;54.0
6248;42.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;62.0
6249;52.0;4.0;900.0;1.0;No;No;Yes;No;No;No;54.0
6250;59.0;0.0;1400.0;1.0;Yes;No;No;No;No;No;65.0
6251;40.0;3.0;1700.0;2.0;No;No;No;No;No;No;56.0
6252;46.0;1.0;1550.0;1.0;No;Yes;No;No;No;No;40.0
6253;48.0;4.0;2200.0;3.0;Yes;No;No;No;No;No;88.0
6254;34.0;0.0;1450.0;3.0;Yes;No;Yes;No;No;No;65.0
6255;37.0;4.0;1950.0;3.0;Yes;Yes;No;No;No;No;90.0
6256;42.0;1.0;1350.0;1.0;Yes;No;No;No;No;No;63.0
6257;57.0;4.0;1350.0;1.0;Yes;No;No;No;No;No;58.0
6258;46.0;1.0;1600.0;2.0;Yes;No;No;No;No;No;69.0
6259;61.0;1.0;1200.0;2.0;No;No;No;No;No;No;48.0
6260;44.0;0.0;1200.0;1.0;No;No;Yes;No;No;No;52.0
6261;44.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;87.0
6262;50.0;2.0;1900.0;2.0;No;No;No;No;No;No;65.0
6263;47.0;3.0;1250.0;1.0;No;Yes;No;No;No;No;53.0
6264;35.0;0.0;1200.0;1.0;No;No;No;No;No;No;45.0
6265;51.0;2.0;1350.0;2.0;Yes;No;No;No;No;Yes;62.0
6266;49.0;4.0;3100.0;3.0;No;No;No;No;No;No;83.0
6267;52.0;5.0;2900.0;3.0;Yes;Yes;No;No;No;No;88.0
6268;36.0;2.0;2550.0;3.0;No;No;No;No;No;No;90.0
6269;41.0;2.0;1650.0;2.0;Yes;Yes;No;No;No;No;59.0
6270;44.0;3.0;850.0;1.0;Yes;No;Yes;No;No;No;69.0
6271;48.0;2.0;1100.0;1.0;Yes;No;No;Yes;No;No;55.0
6272;35.0;1.0;1450.0;1.0;No;No;No;No;No;No;50.0
6273;44.0;1.0;2250.0;3.0;Yes;No;No;Yes;No;No;89.0
6274;36.0;0.0;1400.0;1.0;No;Yes;Yes;No;No;No;59.0
6275;25.0;3.0;1550.0;2.0;Yes;Yes;Yes;No;No;Yes;78.0
6276;41.0;2.0;1350.0;1.0;No;No;No;No;No;No;40.0
6277;42.0;5.0;200.0;1.0;Yes;No;No;No;No;No;64.0
6278;31.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;55.0
6279;43.0;4.0;2750.0;3.0;No;Yes;No;No;No;No;88.0
6280;57.0;0.0;1500.0;1.0;Yes;No;No;No;No;No;52.0
6281;36.0;4.0;2250.0;2.0;Yes;No;Yes;No;No;No;78.0
6282;42.0;3.0;1400.0;1.0;No;No;Yes;No;No;No;63.0
6283;37.0;2.0;1700.0;1.0;Yes;No;No;No;No;No;66.0
6284;51.0;1.0;1150.0;1.0;Yes;No;No;No;No;No;61.0
6285;42.0;4.0;1750.0;2.0;Yes;Yes;No;No;No;No;73.0
6286;50.0;1.0;2150.0;3.0;Yes;No;No;No;No;No;83.0
6287;41.0;0.0;2200.0;2.0;No;Yes;No;No;No;No;77.0
6288;40.0;0.0;1400.0;1.0;Yes;No;No;No;No;No;64.0
